building_number,lab,c_desktop,c_laptop,c_server,r_domestic,r_industrial,r_other,f_industrial,f_domestic,cv_0,cv_1,cv_2,cv_3,cv_4,delta_temperature,est_1,area_sm,direct_consumption,indirect_consumption
39,1,265,19.0,4.0,25.0,6.0,7.0,2.0,8.0,2,0,1,0,30,8.80095238095238,0,4621,106997.79,18331.00928862191
39,1,268,19.0,4.0,25.0,6.0,7.0,2.0,8.0,2,0,1,0,30,8.021075268817203,0,4621,116192.2,21593.17398554794
39,1,268,19.0,4.0,25.0,6.0,7.0,2.0,8.0,2,0,1,0,30,3.9639999999999986,0,4621,104062.81,22927.558957735888
39,1,271,19.0,4.0,25.0,6.0,7.0,2.0,8.0,2,0,1,0,30,4.699139784946233,0,4621,104837.86,47875.43686548391
39,1,271,19.0,4.0,25.0,6.0,7.0,2.0,8.0,2,0,1,0,30,7.152444444444441,0,4621,92303.46,64530.02337271952
39,1,272,19.0,4.0,25.0,6.0,7.0,2.0,8.0,2,0,1,0,30,8.037419354838708,0,4621,107483.53,83649.75219581675
39,1,273,19.0,4.0,25.0,6.0,7.0,2.0,8.0,2,0,1,0,30,7.056344086021507,0,4621,110382.81,102031.04255437724
39,1,273,19.0,4.0,27.0,6.0,8.0,2.0,8.0,2,0,1,0,30,4.788666666666664,0,4621,107589.25,70033.46898786502
39,1,273,19.0,4.0,27.0,6.0,8.0,2.0,8.0,2,0,1,0,30,2.0780645161290323,0,4621,108008.82,59993.28199015113
39,1,280,19.0,4.0,27.0,6.0,9.0,2.0,8.0,2,0,1,0,30,2.0913333333333313,0,4621,103905.58,34085.3579937415
39,1,286,19.0,4.0,27.0,6.0,9.0,2.0,8.0,2,0,1,0,30,7.669677419354841,0,4621,112033.15,16165.441311275586
40,1,181,13.0,0.0,25.0,11.0,7.0,4.0,6.0,1,0,1,1,18,10.112043010752688,0,3956,93124.06,18891.01131841844
40,1,183,13.0,0.0,25.0,11.0,7.0,4.0,6.0,1,0,1,1,18,8.80095238095238,0,3956,75878.92,18777.32587796654
40,1,183,13.0,0.0,25.0,11.0,7.0,4.0,6.0,1,0,1,1,18,8.021075268817203,0,3956,81513.72,21063.01250187632
40,1,184,13.0,0.0,25.0,11.0,7.0,5.0,6.0,1,0,1,1,18,3.9639999999999986,0,3956,75871.12,18924.93286241364
40,1,184,13.0,0.0,25.0,11.0,7.0,5.0,6.0,1,0,1,1,18,4.699139784946233,0,3956,79655.33,27020.734337555437
40,1,184,13.0,0.0,25.0,11.0,7.0,5.0,6.0,1,0,1,1,18,7.152444444444441,0,3956,78427.85,38299.76098665764
40,1,186,13.0,0.0,25.0,11.0,7.0,5.0,6.0,1,0,1,1,18,8.037419354838708,0,3956,87168.33,55343.42496118954
40,1,188,13.0,0.0,25.0,11.0,7.0,5.0,6.0,1,0,1,1,18,7.056344086021507,0,3956,86828.03,56555.2792922493
40,1,188,13.0,0.0,25.0,11.0,7.0,5.0,6.0,1,0,1,1,18,4.788666666666664,0,3956,84543.39,56874.503708877215
40,1,188,13.0,0.0,25.0,11.0,7.0,5.0,6.0,1,0,1,1,18,2.0780645161290323,0,3956,77693.81,36585.22874177484
40,1,190,13.0,0.0,25.0,12.0,7.0,5.0,6.0,1,0,1,1,18,2.0913333333333313,0,3956,82908.64,28074.74614890148
40,1,191,13.0,0.0,26.0,12.0,7.0,5.0,6.0,1,0,1,1,18,7.669677419354841,0,3956,96510.94,20330.602581712294
41,1,197,33.0,3.0,4.0,0.0,6.0,0.0,0.0,0,0,0,0,22,10.112043010752688,1,4896,163417.63,29434.14832367552
41,1,198,33.0,3.0,4.0,0.0,6.0,0.0,0.0,0,0,0,0,22,8.80095238095238,1,4896,141544.24,24989.334007104902
41,1,198,33.0,3.0,4.0,0.0,6.0,0.0,0.0,0,0,0,0,22,8.021075268817203,1,4896,159604.99,32020.20737946757
41,1,198,33.0,3.0,4.0,0.0,6.0,0.0,0.0,0,0,0,0,22,3.9639999999999986,1,4896,143574.29,40601.38546224735
41,1,198,33.0,3.0,4.0,0.0,6.0,0.0,0.0,0,0,0,0,22,4.699139784946233,1,4896,126286.34,56777.72708600786
41,1,198,33.0,3.0,4.0,0.0,6.0,0.0,0.0,0,0,0,0,22,7.152444444444441,1,4896,147389.0,69117.4025435199
41,1,198,33.0,3.0,4.0,0.0,6.0,0.0,0.0,0,0,0,0,22,8.037419354838708,1,4896,151364.0,83135.62287511337
41,1,200,33.0,3.0,4.0,0.0,6.0,0.0,0.0,0,0,0,0,22,7.056344086021507,1,4896,150398.59,93166.15733197986
41,1,200,33.0,3.0,4.0,0.0,6.0,0.0,0.0,0,0,0,0,22,4.788666666666664,1,4896,143880.16,69484.96034693018
41,1,201,33.0,3.0,4.0,0.0,6.0,0.0,0.0,0,0,0,0,22,2.0780645161290323,1,4896,142621.52,56537.71966365069
41,1,203,33.0,3.0,4.0,0.0,6.0,0.0,0.0,0,0,0,0,22,2.0913333333333313,1,4896,148972.0,44246.262380943896
41,1,203,33.0,3.0,4.0,1.0,6.0,0.0,0.0,0,0,0,0,22,7.669677419354841,1,4896,152027.0,38905.9501022075
42,1,79,4.0,0.0,8.0,4.0,3.0,0.0,3.0,0,0,0,0,30,10.112043010752688,1,6190,80272.92,27810.086537738047
42,1,81,4.0,0.0,8.0,4.0,3.0,0.0,3.0,0,0,0,0,30,8.80095238095238,1,6190,85882.66,23797.06132980648
42,1,81,4.0,0.0,8.0,4.0,3.0,0.0,3.0,0,0,0,0,30,8.021075268817203,1,6190,89725.26,42251.53029672988
42,1,81,4.0,0.0,8.0,4.0,3.0,0.0,3.0,0,0,0,0,30,3.9639999999999986,1,6190,67642.95,30263.427087060616
42,1,82,4.0,0.0,8.0,4.0,3.0,0.0,3.0,0,0,0,0,30,4.699139784946233,1,6190,70321.21,33513.39868506717
42,1,88,4.0,0.0,8.0,4.0,3.0,0.0,3.0,0,0,0,0,30,7.152444444444441,1,6190,74957.28,52557.87951092855
42,1,90,4.0,0.0,8.0,4.0,3.0,0.0,4.0,0,0,0,0,30,8.037419354838708,1,6190,81522.43,66553.79281576547
42,1,93,4.0,0.0,8.0,4.0,3.0,0.0,4.0,0,0,0,0,30,7.056344086021507,1,6190,74905.99,72152.38078932423
42,1,93,4.0,0.0,9.0,4.0,3.0,0.0,4.0,0,0,0,0,30,4.788666666666664,1,6190,70625.62,75169.81224896465
42,1,97,4.0,0.0,9.0,4.0,3.0,0.0,4.0,0,0,0,0,30,2.0780645161290323,1,6190,63828.3,50558.27303893184
42,1,97,4.0,0.0,9.0,4.0,3.0,0.0,4.0,0,0,0,0,30,2.0913333333333313,1,6190,67886.66,26739.475031264505
42,1,99,4.0,0.0,9.0,4.0,3.0,0.0,4.0,0,0,0,0,30,7.669677419354841,1,6190,79586.1,21735.752022056968
50,0,2,8.0,300.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10.112043010752688,0,1033,109794.99,12537.609761356298
50,0,2,8.0,300.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.80095238095238,0,1033,97677.23,10156.30455251459
50,0,2,8.0,300.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.021075268817203,0,1033,104601.42,12246.847921076416
50,0,2,8.0,300.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.9639999999999986,0,1033,98322.62,7785.517511635942
50,0,2,8.0,300.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.699139784946233,0,1033,105349.29,12032.044771178607
50,0,2,8.0,300.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.152444444444441,0,1033,103759.06,11794.351565981604
50,0,2,8.0,300.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.037419354838708,0,1033,104581.09,12404.360859117676
50,0,2,8.0,300.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.056344086021507,0,1033,107657.95,13995.20595219466
50,0,2,8.0,300.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.788666666666664,0,1033,109855.02,12195.290186759785
50,0,2,8.0,300.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0780645161290323,0,1033,114574.96,14019.556184589575
50,0,2,8.0,300.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0913333333333313,0,1033,114938.03,16477.435211446107
50,0,2,8.0,300.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.669677419354841,0,1033,122448.31,14437.097527715265
51,1,127,32.0,4.0,9.0,0.0,5.0,0.0,1.0,0,0,0,0,24,10.112043010752688,0,5725,181474.59,413.21799001564415
51,1,130,32.0,4.0,9.0,0.0,5.0,0.0,1.0,0,0,0,0,24,8.80095238095238,0,5725,159386.57,3339.7481565269577
51,1,131,32.0,4.0,9.0,0.0,5.0,0.0,1.0,0,0,0,0,24,8.021075268817203,0,5725,171453.72,11012.309486792296
51,1,131,32.0,4.0,9.0,0.0,5.0,0.0,1.0,0,0,0,0,24,3.9639999999999986,0,5725,135518.6,16930.667158230175
51,1,135,32.0,4.0,9.0,0.0,5.0,0.0,1.0,0,0,0,0,24,4.699139784946233,0,5725,162256.26,38966.58105646737
51,1,135,32.0,4.0,9.0,0.0,5.0,0.0,1.0,0,0,0,0,24,7.152444444444441,0,5725,188376.33,57544.61344587621
51,1,136,32.0,4.0,9.0,0.0,5.0,0.0,1.0,0,0,0,0,24,8.037419354838708,0,5725,201845.12,68021.30103332597
51,1,136,32.0,4.0,9.0,0.0,5.0,0.0,1.0,0,0,0,0,24,7.056344086021507,0,5725,196203.98,78416.37605556869
51,1,137,32.0,4.0,9.0,0.0,5.0,0.0,1.0,0,0,0,0,24,4.788666666666664,0,5725,191203.73,61784.05066055164
51,1,137,32.0,4.0,9.0,0.0,5.0,0.0,1.0,0,0,0,0,24,2.0780645161290323,0,5725,170700.03,44114.97635765694
51,1,137,32.0,4.0,9.0,0.0,5.0,0.0,1.0,0,0,0,0,24,2.0913333333333313,0,5725,157719.49,31752.902905229384
51,1,137,32.0,4.0,9.0,0.0,5.0,0.0,1.0,0,0,0,0,24,7.669677419354841,0,5725,170865.64,16611.989802557
54,1,364,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,10.112043010752688,0,5394,54440.36,19442.46112004828
54,1,364,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,8.80095238095238,0,5394,46521.39,19853.49740579599
54,1,364,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,8.021075268817203,0,5394,56799.66,36977.929143830734
54,1,365,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,3.9639999999999986,0,5394,46754.45,19235.87722539748
54,1,365,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,4.699139784946233,0,5394,51854.99,39213.60308906804
54,1,365,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,7.152444444444441,0,5394,81749.26,63275.065950336015
54,1,368,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,8.037419354838708,0,5394,89388.53,79230.4598713806
54,1,368,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,7.056344086021507,0,5394,94225.34,101663.52432328644
54,1,369,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,4.788666666666664,0,5394,70238.21,68990.10795916912
54,1,369,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,2.0780645161290323,0,5394,70646.43,64248.83963585933
54,1,369,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,2.0913333333333313,0,5394,101914.42,46550.42058472725
54,1,370,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,7.669677419354841,0,5394,107100.62,43130.15300634834
55,1,389,69.0,12.0,3.0,0.0,1.0,0.0,0.0,0,0,1,0,0,10.112043010752688,0,4680,27707.78,13613.720957096137
55,1,389,69.0,12.0,3.0,0.0,1.0,0.0,0.0,0,0,1,0,0,8.80095238095238,0,4680,24173.64,7137.213900591034
55,1,389,69.0,12.0,3.0,0.0,1.0,0.0,0.0,0,0,1,0,0,8.021075268817203,0,4680,26365.43,8948.122712870878
55,1,389,69.0,12.0,3.0,0.0,1.0,0.0,0.0,0,0,1,0,0,3.9639999999999986,0,4680,23513.8,4269.588741255729
55,1,389,69.0,12.0,3.0,0.0,1.0,0.0,0.0,0,0,1,0,0,4.699139784946233,0,4680,26510.76,16676.473999531092
55,1,390,69.0,12.0,3.0,0.0,1.0,0.0,0.0,0,0,1,0,0,7.152444444444441,0,4680,26047.35,24964.762078848333
55,1,391,69.0,12.0,3.0,0.0,1.0,0.0,0.0,0,0,1,0,0,8.037419354838708,0,4680,26904.76,31175.164880163484
55,1,391,69.0,12.0,3.0,0.0,1.0,0.0,0.0,0,0,1,0,0,7.056344086021507,0,4680,24064.07,30230.99748083189
55,1,392,69.0,12.0,3.0,0.0,1.0,0.0,0.0,0,0,1,0,0,4.788666666666664,0,4680,22576.61,29078.382105205383
55,1,393,69.0,12.0,3.0,0.0,1.0,0.0,0.0,0,0,1,0,0,2.0780645161290323,0,4680,21404.29,20961.475387785445
55,1,393,69.0,12.0,3.0,0.0,1.0,0.0,0.0,0,0,1,0,0,2.0913333333333313,0,4680,26708.03,11548.649645234678
55,1,393,69.0,12.0,3.0,0.0,1.0,0.0,0.0,0,0,1,0,0,7.669677419354841,0,4680,28380.51,11608.68080417616
56,0,64,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10.112043010752688,0,1196,16581.58,3479.0585663577217
56,0,64,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.80095238095238,0,1196,14453.63,1823.9588641975836
56,0,64,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.021075268817203,0,1196,15636.86,2286.7460725444053
56,0,64,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.9639999999999986,0,1196,14913.79,1091.1208953346516
56,0,64,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.699139784946233,0,1196,16806.9,4261.769603381102
56,0,65,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.152444444444441,0,1196,16464.76,6379.882068471867
56,0,65,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.037419354838708,0,1196,17113.23,7966.992746690704
56,0,65,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.056344086021507,0,1196,15534.17,7725.7005543277555
56,0,65,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.788666666666664,0,1196,16765.42,7431.143593377873
56,0,65,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0780645161290323,0,1196,14827.18,5356.822885086258
56,0,65,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0913333333333313,0,1196,15969.44,2951.3197905071884
56,0,68,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.669677419354841,0,1196,16508.48,2966.6640233398384
57,1,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,10.112043010752688,0,2000,20922.03,5817.827807300614
57,1,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,8.80095238095238,0,2000,12009.94,3050.091915402403
57,1,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,8.021075268817203,0,2000,18638.38,3823.988682608157
57,1,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,3.9639999999999986,0,2000,17200.26,1824.6077419897367
57,1,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,4.699139784946233,0,2000,18904.72,7126.6937860922735
57,1,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,7.152444444444441,0,2000,18671.6,10668.701310707336
57,1,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,8.037419354838708,0,2000,18617.22,13322.717916742624
57,1,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,7.056344086021507,0,2000,17505.26,12919.23144375459
57,1,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,4.788666666666664,0,2000,16314.01,12426.664499449756
57,1,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,2.0780645161290323,0,2000,16077.89,8957.899177430081
57,1,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,2.0913333333333313,0,2000,16819.85,4935.315616533449
57,1,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,7.669677419354841,0,2000,21366.72,4960.973595753339
58,1,330,66.0,2.0,5.0,0.0,1.0,0.0,0.0,0,0,4,12,0,10.112043010752688,0,4283,62827.02,8116.97819880561
58,1,346,66.0,2.0,5.0,0.0,1.0,0.0,0.0,0,0,4,12,0,8.80095238095238,0,4283,53938.73,6655.26476145517
58,1,346,66.0,2.0,5.0,0.0,1.0,0.0,0.0,0,0,4,12,0,8.021075268817203,0,4283,58667.76,9206.180573769509
58,1,347,66.0,2.0,5.0,0.0,1.0,0.0,0.0,0,0,4,12,0,3.9639999999999986,0,4283,50539.17,29161.170279343794
58,1,347,66.0,2.0,5.0,0.0,1.0,0.0,0.0,0,0,4,12,0,4.699139784946233,0,4283,54644.11,48989.259309293535
58,1,348,66.0,2.0,5.0,0.0,1.0,0.0,0.0,0,0,4,12,0,7.152444444444441,0,4283,57196.37,75271.98862685707
58,1,351,66.0,2.0,5.0,0.0,1.0,0.0,0.0,0,0,4,12,0,8.037419354838708,0,4283,58344.69,85254.22612928785
58,1,352,66.0,2.0,5.0,0.0,1.0,0.0,2.0,0,0,4,12,0,7.056344086021507,0,4283,53258.79,84154.45028537298
58,1,352,66.0,2.0,5.0,1.0,1.0,0.0,2.0,0,0,4,12,0,4.788666666666664,0,4283,52663.6,68097.20941316763
58,1,353,66.0,2.0,5.0,1.0,1.0,0.0,2.0,0,0,4,12,0,2.0780645161290323,0,4283,51233.22,53785.71107506808
58,1,353,66.0,2.0,5.0,1.0,1.0,0.0,2.0,0,0,4,12,0,2.0913333333333313,0,4283,53044.78,39928.51129978659
58,1,354,66.0,2.0,5.0,1.0,1.0,0.0,2.0,0,0,4,12,0,7.669677419354841,0,4283,59089.34,13817.309305339291
59,1,372,28.0,1.0,9.0,2.0,3.0,0.0,0.0,18,0,7,4,3,10.112043010752688,0,2903,54230.0,0.0
59,1,373,28.0,1.0,9.0,2.0,3.0,0.0,0.0,18,0,7,4,3,8.80095238095238,0,2903,48944.0,0.0
59,1,374,28.0,1.0,9.0,2.0,3.0,0.0,0.0,18,0,7,4,3,8.021075268817203,0,2903,49606.0,0.0
59,1,375,28.0,1.0,9.0,2.0,3.0,0.0,0.0,18,0,7,4,3,3.9639999999999986,0,2903,40851.0,8038.079064375938
59,1,379,28.0,1.0,9.0,2.0,3.0,0.0,0.0,18,0,7,4,3,4.699139784946233,0,2903,48259.0,14535.455354732389
59,1,380,28.0,1.0,9.0,2.0,3.0,0.0,0.0,18,0,7,4,3,7.152444444444441,0,2903,50644.0,24166.45726782176
59,1,381,28.0,1.0,9.0,2.0,3.0,0.0,0.0,18,0,7,4,3,8.037419354838708,0,2903,53419.0,32127.017641411745
59,1,381,28.0,1.0,9.0,2.0,3.0,0.0,0.0,18,0,7,4,3,7.056344086021507,0,2903,53697.0,32821.25536305189
59,1,381,28.0,1.0,9.0,2.0,4.0,0.0,1.0,18,0,7,4,3,4.788666666666664,0,2903,51264.0,25257.989387090925
59,1,384,28.0,1.0,9.0,2.0,4.0,0.0,1.0,18,0,7,4,3,2.0780645161290323,0,2903,53566.0,13712.536576687982
59,1,389,28.0,1.0,9.0,2.0,4.0,0.0,1.0,18,0,7,4,3,2.0913333333333313,0,2903,50261.0,8459.103151937854
59,1,390,28.0,1.0,9.0,2.0,5.0,0.0,1.0,18,0,7,4,3,7.669677419354841,0,2903,52990.0,382.26187805323127
60,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,2,1,0,10.112043010752688,0,2200,19760.68,6399.617068051845
60,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,2,1,0,8.80095238095238,0,2200,18089.87,3355.107014195593
60,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,2,1,0,8.021075268817203,0,2200,18174.49,4206.381548406634
60,1,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,2,1,0,3.9639999999999986,0,2200,15174.85,2007.0685161887109
60,1,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,2,1,0,4.699139784946233,0,2200,17348.29,7839.367556399489
60,1,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,2,1,0,7.152444444444441,0,2200,16841.84,11735.56638281222
60,1,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,2,1,0,8.037419354838708,0,2200,18532.26,14654.99466340263
60,1,12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,2,1,0,7.056344086021507,0,2200,14660.39,14211.157823040983
60,1,14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,2,1,0,4.788666666666664,0,2200,15254.51,13669.329824525696
60,1,14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,2,1,0,2.0780645161290323,0,2200,13427.93,9853.684522856802
60,1,15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,2,1,0,2.0913333333333313,0,2200,12914.0,5428.853021632272
60,1,15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,2,1,0,7.669677419354841,0,2200,16471.27,5457.070955328673
62,1,222,2.0,44.0,16.0,6.0,7.0,0.0,0.0,29,2,29,0,0,10.112043010752688,0,3761,55887.0,11004.384912190237
62,1,224,2.0,44.0,16.0,6.0,7.0,0.0,0.0,29,2,29,0,0,8.80095238095238,0,3761,49217.0,9428.15292495051
62,1,225,2.0,44.0,16.0,6.0,8.0,0.0,0.0,29,2,29,0,0,8.021075268817203,0,3761,53655.0,10272.842141343242
62,1,226,2.0,44.0,16.0,6.0,8.0,0.0,0.0,29,2,29,0,0,3.9639999999999986,0,3761,45448.0,28426.954682716874
62,1,226,2.0,44.0,16.0,6.0,8.0,0.0,0.0,29,2,29,0,0,4.699139784946233,0,3761,54931.0,30136.34762068756
62,1,226,2.0,44.0,16.0,6.0,8.0,0.0,0.0,29,2,29,0,0,7.152444444444441,0,3761,55287.0,43847.72647499989
62,1,227,2.0,44.0,16.0,6.0,8.0,0.0,0.0,29,2,29,0,0,8.037419354838708,0,3761,57494.0,51813.64176738203
62,1,228,2.0,44.0,16.0,6.0,8.0,0.0,0.0,29,2,29,0,0,7.056344086021507,0,3761,60457.0,57356.448116936524
62,1,228,2.0,44.0,16.0,6.0,8.0,0.0,0.0,29,2,29,0,0,4.788666666666664,0,3761,59102.0,50905.32969474863
62,1,232,2.0,44.0,16.0,6.0,8.0,0.0,0.0,29,2,29,0,0,2.0780645161290323,0,3761,44588.0,40598.88799430333
62,1,233,2.0,44.0,16.0,6.0,8.0,0.0,0.0,29,2,29,0,0,2.0913333333333313,0,3761,57920.0,25829.913525336764
62,1,233,2.0,44.0,16.0,6.0,8.0,0.0,0.0,29,2,29,0,0,7.669677419354841,0,3761,63768.0,15744.742151179396
63,1,198,26.0,5.0,13.0,1.0,1.0,0.0,0.0,11,0,15,0,0,10.112043010752688,0,2564,46787.0,23405.68094819889
63,1,198,26.0,5.0,13.0,1.0,1.0,0.0,0.0,11,0,15,0,0,8.80095238095238,0,2564,46365.0,23620.150918475603
63,1,198,26.0,5.0,13.0,1.0,1.0,0.0,0.0,11,0,15,0,0,8.021075268817203,0,2564,48338.0,30927.987327252355
63,1,199,26.0,5.0,13.0,1.0,1.0,0.0,0.0,11,0,15,0,0,3.9639999999999986,0,2564,41250.0,22047.01367926374
63,1,199,26.0,5.0,13.0,1.0,1.0,0.0,0.0,11,0,15,0,0,4.699139784946233,0,2564,47815.0,52103.620958498985
63,1,200,26.0,5.0,13.0,1.0,1.0,0.0,0.0,11,0,15,0,0,7.152444444444441,0,2564,47464.0,68547.0243798697
63,1,201,26.0,5.0,13.0,1.0,1.0,0.0,0.0,11,0,15,0,0,8.037419354838708,0,2564,50004.0,95670.62688833346
63,1,224,26.0,5.0,13.0,1.0,1.0,0.0,0.0,11,0,15,0,0,7.056344086021507,0,2564,77252.0,104119.26382587856
63,1,224,26.0,5.0,13.0,1.0,1.0,0.0,0.0,11,0,15,0,0,4.788666666666664,0,2564,68040.0,78993.70330979128
63,1,224,26.0,5.0,13.0,1.0,1.0,0.0,0.0,11,0,15,0,0,2.0780645161290323,0,2564,65833.0,65762.93931281786
63,1,226,26.0,5.0,13.0,1.0,1.0,0.0,0.0,11,0,15,0,0,2.0913333333333313,0,2564,44822.0,28980.27567744919
63,1,228,26.0,5.0,13.0,1.0,1.0,0.0,0.0,11,0,15,0,0,7.669677419354841,0,2564,51537.0,40444.61988549789
64,1,99,8.0,7.0,9.0,0.0,0.0,0.0,0.0,0,0,5,0,0,10.112043010752688,1,1545,38169.32,10274.280926883144
64,1,100,8.0,7.0,9.0,0.0,0.0,0.0,0.0,0,0,5,0,0,8.80095238095238,1,1545,34549.57,14612.91339518698
64,1,103,8.0,7.0,9.0,0.0,0.0,0.0,0.0,0,0,5,0,0,8.021075268817203,1,1545,40109.96,15247.514859353078
64,1,104,8.0,7.0,9.0,0.0,0.0,0.0,0.0,0,0,5,0,0,3.9639999999999986,1,1545,33379.28,11998.826880066536
64,1,105,8.0,7.0,9.0,0.0,0.0,0.0,0.0,0,0,5,0,0,4.699139784946233,1,1545,37505.13,24945.942498421296
64,1,105,8.0,7.0,9.0,0.0,0.0,0.0,0.0,0,0,5,0,0,7.152444444444441,1,1545,29185.09,37359.926547029805
64,1,105,8.0,7.0,9.0,0.0,0.0,0.0,0.0,0,0,5,0,0,8.037419354838708,1,1545,49897.41,39750.41185673337
64,1,105,8.0,7.0,9.0,0.0,0.0,0.0,0.0,0,0,5,0,0,7.056344086021507,1,1545,44783.87,49967.87919700284
64,1,105,8.0,7.0,9.0,0.0,0.0,0.0,0.0,0,0,5,0,0,4.788666666666664,1,1545,41380.44,35613.06131772723
64,1,105,8.0,7.0,9.0,0.0,0.0,0.0,0.0,0,0,5,0,0,2.0780645161290323,1,1545,39240.88,29866.438573399297
64,1,106,8.0,7.0,9.0,0.0,0.0,0.0,0.0,0,0,5,0,0,2.0913333333333313,1,1545,43379.41,20948.094652157324
64,1,107,8.0,7.0,9.0,0.0,0.0,0.0,0.0,0,0,5,0,0,7.669677419354841,1,1545,47826.59,9972.35079720452
65,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10.112043010752688,0,1348,11572.0,0.0
65,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.80095238095238,0,1348,9863.0,0.0
65,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.021075268817203,0,1348,11597.0,0.0
65,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.9639999999999986,0,1348,11654.0,0.0
65,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.699139784946233,0,1348,11568.0,0.0
65,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.152444444444441,0,1348,17995.13,0.0
65,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.037419354838708,0,1348,19896.74,0.0
