building_number,lab,c_desktop,c_laptop,c_server,r_domestic,r_industrial,r_other,f_industrial,f_domestic,cv_0,cv_1,cv_2,cv_3,cv_4,delta_temperature,est_1,area_sm,direct_consumption,indirect_consumption
65,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.056344086021507,0,1348,13092.35,0.0
65,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.788666666666664,0,1348,13020.17,0.0
65,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0780645161290323,0,1348,10687.0,0.0
65,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0913333333333313,0,1348,10563.0,0.0
65,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.669677419354841,0,1348,10323.0,0.0
70,0,279,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10.112043010752688,0,11122,233120.13,16154.97789958226
70,0,279,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.80095238095238,0,11122,195840.44,18348.11669316359
70,0,281,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.021075268817203,0,11122,212507.96,15112.567501037043
70,0,289,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.9639999999999986,0,11122,178449.35,9080.174961605117
70,0,289,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.699139784946233,0,11122,215694.29,43052.01300637057
70,0,291,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.152444444444441,0,11122,216864.21,64169.6833532024
70,0,294,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.037419354838708,0,11122,221734.76,74108.0947098854
70,0,324,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.056344086021507,0,11122,193427.55,70548.67369432152
70,0,324,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.788666666666664,0,11122,188106.28,57431.87610411648
70,0,324,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0780645161290323,0,11122,190369.18,44898.28272241604
70,0,324,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0913333333333313,0,11122,218081.53,23183.92836968544
70,0,325,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.669677419354841,0,11122,254822.94,9003.091531725711
71,0,153,16.0,1.0,10.0,0.0,1.0,0.0,0.0,0,0,0,0,0,10.112043010752688,0,5758,107945.88,2341.2705291147963
71,0,157,16.0,1.0,10.0,0.0,1.0,0.0,0.0,0,0,0,0,0,8.80095238095238,0,5758,86543.2,7880.204547564194
71,0,160,16.0,1.0,10.0,0.0,1.0,0.0,0.0,0,0,0,0,0,8.021075268817203,0,5758,90561.58,5749.93874885151
71,0,161,16.0,1.0,10.0,0.0,1.0,0.0,0.0,0,0,0,0,0,3.9639999999999986,0,5758,74736.58,2764.388799422776
71,0,163,16.0,1.0,10.0,0.0,1.0,0.0,0.0,0,0,0,0,0,4.699139784946233,0,5758,90220.35,17131.201388491576
71,0,164,16.0,1.0,10.0,0.0,1.0,0.0,0.0,0,0,0,0,0,7.152444444444441,0,5758,88779.41,24286.5469991535
71,0,173,16.0,1.0,10.0,0.0,1.0,0.0,0.0,0,0,0,0,0,8.037419354838708,0,5758,97015.03,29811.82037289428
71,0,174,16.0,1.0,10.0,0.0,1.0,0.0,0.0,0,0,0,0,0,7.056344086021507,0,5758,80408.51,27336.17273427603
71,0,174,16.0,1.0,10.0,0.0,1.0,0.0,0.0,0,0,0,0,0,4.788666666666664,0,5758,82363.18,27633.75779281671
71,0,174,16.0,1.0,10.0,0.0,1.0,0.0,0.0,0,0,0,0,0,2.0780645161290323,0,5758,69070.18,17122.398601896846
71,0,177,16.0,1.0,10.0,0.0,1.0,0.0,0.0,0,0,0,0,0,2.0913333333333313,0,5758,79346.31,9722.485281577816
71,0,189,16.0,1.0,10.0,0.0,1.0,0.0,0.0,0,0,0,0,0,7.669677419354841,0,5758,108854.24,3443.180126025364
72,0,1032,167.0,19.0,16.0,2.0,0.0,0.0,0.0,0,0,0,0,0,10.112043010752688,0,15404,151299.96,18750.355978886397
72,0,1033,167.0,19.0,16.0,2.0,0.0,0.0,0.0,0,0,0,0,0,8.80095238095238,0,15404,133586.89,16329.17122360974
72,0,1034,167.0,19.0,16.0,2.0,0.0,0.0,0.0,0,0,0,0,0,8.021075268817203,0,15404,142657.08,20446.451575290317
72,0,1036,167.0,19.0,16.0,2.0,0.0,0.0,0.0,0,0,0,0,0,3.9639999999999986,0,15404,125562.74,16150.325000885765
72,0,1037,167.0,19.0,16.0,2.0,0.0,0.0,0.0,0,0,0,0,0,4.699139784946233,0,15404,142915.0,41885.23766406621
72,0,1040,167.0,19.0,16.0,2.0,0.0,0.0,0.0,0,0,0,0,0,7.152444444444441,0,15404,144685.7,52750.767760832365
72,0,1041,167.0,19.0,16.0,2.0,0.0,0.0,0.0,0,0,0,0,0,8.037419354838708,0,15404,149038.9,55639.396169596
72,0,1044,167.0,19.0,16.0,2.0,0.0,0.0,0.0,0,0,0,0,0,7.056344086021507,0,15404,123563.26,65247.22617617196
72,0,1054,167.0,19.0,16.0,2.0,0.0,0.0,0.0,0,0,0,0,0,4.788666666666664,0,15404,123779.5,64065.31881828731
72,0,1056,167.0,19.0,16.0,2.0,0.0,0.0,0.0,0,0,0,0,0,2.0780645161290323,0,15404,112374.5,29664.11357768619
72,0,1057,167.0,19.0,16.0,2.0,0.0,0.0,0.0,0,0,0,0,0,2.0913333333333313,0,15404,126403.52,38515.52235728797
72,0,1060,167.0,19.0,16.0,2.0,0.0,0.0,0.0,0,0,0,0,0,7.669677419354841,0,15404,144331.84,18197.411131728484
Entrance Gate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10.112043010752688,1,88,7060.53,0.0
Entrance Gate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.80095238095238,1,88,6314.8,0.0
Entrance Gate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.021075268817203,1,88,5585.28,0.0
Entrance Gate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.9639999999999986,1,88,4368.44,0.0
Entrance Gate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.699139784946233,1,88,5944.16,0.0
Entrance Gate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.152444444444441,1,88,7412.15,0.0
Entrance Gate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.037419354838708,1,88,9436.29,0.0
Entrance Gate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.056344086021507,1,88,11898.75,0.0
Entrance Gate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.788666666666664,1,88,8810.36,0.0
Entrance Gate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0780645161290323,1,88,7348.2,0.0
Entrance Gate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0913333333333313,1,88,5279.46,0.0
Entrance Gate,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.669677419354841,1,88,5027.67,0.0
74,0,330,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10.112043010752688,0,5513,57074.41,1763.4600013623976
74,0,330,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.80095238095238,0,5513,45343.53,1099.2688868618952
74,0,330,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.021075268817203,0,5513,61550.85,1210.744673570449
74,0,331,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.9639999999999986,0,5513,43362.13,1642.5030615270027
74,0,333,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.699139784946233,0,5513,53600.88,3919.1293263287134
74,0,333,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.152444444444441,0,5513,56308.25,5885.874053283366
74,0,335,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.037419354838708,0,5513,56510.99,6383.409033112482
74,0,335,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.056344086021507,0,5513,47472.06,5289.510696807027
74,0,336,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.788666666666664,0,5513,47148.67,4430.364203355674
74,0,336,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0780645161290323,0,5513,40383.17,2006.5038487287784
74,0,337,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0913333333333313,0,5513,44277.24,1605.2967331901011
74,0,338,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.669677419354841,0,5513,49489.85,1304.394031215893
90,0,92,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10.112043010752688,0,5437,88198.4,2640.193905720957
90,0,92,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.80095238095238,0,5437,66716.61,2849.5406777677285
90,0,92,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.021075268817203,0,5437,64739.16,6466.260599519557
90,0,92,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.9639999999999986,0,5437,79615.91,4606.552790734068
90,0,92,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.699139784946233,0,5437,82628.53,19944.402348144755
90,0,92,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.152444444444441,0,5437,80378.02,29850.68094235025
90,0,92,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.037419354838708,0,5437,77376.6,33816.86597923635
90,0,92,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.056344086021507,0,5437,62407.85,32095.14725504522
90,0,93,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.788666666666664,0,5437,61056.21,27041.60423315772
90,0,93,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0780645161290323,0,5437,41817.55,12725.682121608928
90,0,93,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0913333333333313,0,5437,50478.65,16181.74226162947
90,0,93,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.669677419354841,0,5437,60836.28,2799.368602372543
92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10.112043010752688,0,945,11164.48,458.8891792270081
92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.80095238095238,0,945,7616.26,495.275901789879
92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.021075268817203,0,945,10398.25,1123.889043518273
92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.9639999999999986,0,945,11727.74,800.6643440590739
92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.699139784946233,0,945,7582.47,3466.5209316476166
92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.152444444444441,0,945,6439.63,5188.323606112336
92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.037419354838708,0,945,6108.51,5877.683368229388
92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.056344086021507,0,945,14536.59,5578.431375263927
92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.788666666666664,0,945,13863.3,4700.07405290439
92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0780645161290323,0,945,12774.96,2211.835142400782
92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0913333333333313,0,945,17670.46,2812.537960397112
92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.669677419354841,0,945,19238.27,486.5527918982247
93,0,186,14.0,16.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10.112043010752688,0,413,1285.42,200.55665523435243
93,0,186,14.0,16.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.80095238095238,0,413,4354.45,216.45356257466128
93,0,186,14.0,16.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.021075268817203,0,413,4404.08,491.1814932390874
93,0,186,14.0,16.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.9639999999999986,0,413,4189.57,349.9159239778258
93,0,186,14.0,16.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.699139784946233,0,413,4469.72,1514.9930758019716
93,0,186,14.0,16.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.152444444444441,0,413,4398.95,2267.4892012664395
93,0,189,14.0,16.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.037419354838708,0,413,4414.03,2568.763708934528
93,0,189,14.0,16.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.056344086021507,0,413,3954.66,2437.9798415702858
93,0,189,14.0,16.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.788666666666664,0,413,3850.05,2054.1121039430054
93,0,190,14.0,16.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0780645161290323,0,413,3557.93,966.6562478798978
93,0,190,14.0,16.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0913333333333313,0,413,3880.97,1229.1833649780986
93,0,191,14.0,16.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.669677419354841,0,413,4571.89,212.64830564197095
93A,0,69,3.0,0.0,27.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10.112043010752688,0,372,4285.42,0.0
93A,0,71,3.0,0.0,27.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.80095238095238,0,372,2644.74,0.0
93A,0,71,3.0,0.0,27.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.021075268817203,0,372,3831.05,0.0
93A,0,72,3.0,0.0,27.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.9639999999999986,0,372,2477.37,0.0
93A,0,72,3.0,0.0,27.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.699139784946233,0,372,4231.67,0.0
93A,0,74,3.0,0.0,27.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.152444444444441,0,372,4357.2,0.0
93A,0,76,3.0,0.0,27.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.037419354838708,0,372,5764.22,0.0
93A,0,78,3.0,0.0,27.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.056344086021507,0,372,4147.34,0.0
93A,0,78,3.0,0.0,27.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.788666666666664,0,372,4159.07,0.0
93A,0,78,3.0,0.0,27.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0780645161290323,0,372,3300.42,0.0
93A,0,79,3.0,0.0,27.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0913333333333313,0,372,2706.5,0.0
93A,0,82,3.0,0.0,27.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.669677419354841,0,372,3162.74,0.0
94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10.112043010752688,0,405,2908.51,0.0
94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.80095238095238,0,405,2190.9,0.0
94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.021075268817203,0,405,2347.43,0.0
94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.9639999999999986,0,405,2649.77,0.0
94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.699139784946233,0,405,4761.73,0.0
94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.152444444444441,0,405,6166.04,0.0
94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.037419354838708,0,405,6355.04,0.0
94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.056344086021507,0,405,6760.5,0.0
94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.788666666666664,0,405,5763.86,0.0
94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0780645161290323,0,405,3540.98,0.0
94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0913333333333313,0,405,3080.18,0.0
94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.669677419354841,0,405,2378.77,0.0
95,1,52,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2,0,6,0,0,10.112043010752688,0,1569,104614.92,4877.473055087745
95,1,52,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2,0,6,0,0,8.80095238095238,0,1569,87338.34,15783.48282514904
95,1,52,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2,0,6,0,0,8.021075268817203,0,1569,94767.41,28859.106627781468
95,1,54,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2,0,6,0,0,3.9639999999999986,0,1569,80995.69,20027.56469480346
95,1,55,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2,0,6,0,0,4.699139784946233,0,1569,86469.52,41601.6108287325
95,1,56,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2,0,6,0,0,7.152444444444441,0,1569,127632.84,41034.809929652205
95,1,59,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2,0,6,0,0,8.037419354838708,0,1569,128236.9,32112.301333754756
95,1,59,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2,0,6,0,0,7.056344086021507,0,1569,130000.0,13216.260965616715
95,1,60,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2,0,6,0,0,4.788666666666664,0,1569,188069.61,44106.31750668584
95,1,60,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2,0,6,0,0,2.0780645161290323,0,1569,73901.05,21964.69873517304
95,1,60,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2,0,6,0,0,2.0913333333333313,0,1569,105087.47,28970.633992409967
95,1,60,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2,0,6,0,0,7.669677419354841,0,1569,105344.25,3907.924163556897
96,1,48,7.0,0.0,8.0,0.0,1.0,0.0,0.0,0,0,0,0,0,10.112043010752688,1,4410,88366.0,7163.145002557606
96,1,49,7.0,0.0,8.0,0.0,1.0,0.0,0.0,0,0,0,0,0,8.80095238095238,1,4410,76811.78,6090.106057273002
96,1,49,7.0,0.0,8.0,0.0,1.0,0.0,0.0,0,0,0,0,0,8.021075268817203,1,4410,58880.26,7025.570040311663
96,1,49,7.0,0.0,8.0,0.0,1.0,0.0,0.0,0,0,0,0,0,3.9639999999999986,1,4410,43592.1,5272.655108743165
96,1,50,7.0,0.0,8.0,0.0,1.0,0.0,0.0,0,0,0,0,0,4.699139784946233,1,4410,48582.23,40937.65196836125
96,1,50,7.0,0.0,8.0,0.0,1.0,0.0,0.0,0,0,0,0,0,7.152444444444441,1,4410,52370.9,48997.06569027717
96,1,52,7.0,0.0,8.0,0.0,1.0,0.0,0.0,0,0,0,0,0,8.037419354838708,1,4410,57406.63,57665.192540802345
96,1,53,7.0,0.0,8.0,0.0,1.0,0.0,0.0,0,0,0,0,0,7.056344086021507,1,4410,49496.88,64012.10483286791
96,1,53,7.0,0.0,8.0,0.0,1.0,0.0,0.0,0,0,0,0,0,4.788666666666664,1,4410,47367.99,48126.90316772136
96,1,70,7.0,0.0,8.0,0.0,1.0,0.0,0.0,0,0,0,0,0,2.0780645161290323,1,4410,48827.19,10841.63633384481
96,1,70,7.0,0.0,8.0,0.0,1.0,0.0,0.0,0,0,0,0,0,2.0913333333333313,1,4410,44417.87,35348.11195299254
96,1,70,7.0,0.0,8.0,0.0,1.0,0.0,0.0,0,0,0,0,0,7.669677419354841,1,4410,55670.85,25883.986901782704
97,0,43,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,10.112043010752688,0,1308,24642.74,1483.510126744159
97,0,43,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,8.80095238095238,0,1308,19536.57,5710.730458351821
97,0,43,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,8.021075268817203,0,1308,18696.82,6849.061632757117
97,0,43,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,3.9639999999999986,0,1308,16795.89,5195.6477679690415
97,0,43,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,4.699139784946233,0,1308,11285.27,3691.299013937208
97,0,43,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,7.152444444444441,0,1308,10269.22,4360.535142115778
97,0,43,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,8.037419354838708,0,1308,10776.67,4639.174771771684
97,0,43,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,7.056344086021507,0,1308,9411.7,4814.097403066405
97,0,43,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,4.788666666666664,0,1308,9467.96,4253.523541690105
97,0,43,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,2.0780645161290323,0,1308,8119.66,4258.095281247649
97,0,43,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,2.0913333333333313,0,1308,10293.49,3221.476883583572
97,0,43,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,7.669677419354841,0,1308,21906.05,3711.114401020901
98,0,225,35.0,2.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10.112043010752688,0,2557,30655.4,2900.1075548792733
98,0,225,35.0,2.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.80095238095238,0,2557,25172.49,11163.85743008294
98,0,230,35.0,2.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.021075268817203,0,2557,27167.12,13389.18853382623
98,0,230,35.0,2.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.9639999999999986,0,2557,22821.21,10156.927888745004
98,0,230,35.0,2.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.699139784946233,0,2557,24424.67,7216.086798645482
98,0,230,35.0,2.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.152444444444441,0,2557,23721.99,8524.37769200904
98,0,230,35.0,2.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.037419354838708,0,2557,25919.2,9069.080675669557
98,0,230,35.0,2.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.056344086021507,0,2557,20434.93,9411.0460182413
98,0,233,35.0,2.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.788666666666664,0,2557,21682.98,8315.178171349828
98,0,233,35.0,2.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0780645161290323,0,2557,20207.5,8324.107555265751
98,0,234,35.0,2.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0913333333333313,0,2557,21326.81,6297.641886735046
98,0,234,35.0,2.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.669677419354841,0,2557,27686.66,7254.816825973974
