building_number,lab,labs_c_desktop,non_labs_c_desktop,c_server,wet_lab_instruments,labs_delta_temperature_area,non_labs_delta_temperature_area,delta_temperature,area_sm,direct_consumption,indirect_consumption
95,1,60,0,0.0,10.0,12033.723870967746,0.0,7.669677419354841,1569,105344.25,3907.924163556897
96,1,48,0,0.0,1.0,44594.10967741935,0.0,10.112043010752688,4410,88366.0,7163.145002557606
96,1,49,0,0.0,1.0,38812.2,0.0,8.80095238095238,4410,76811.78,6090.106057273002
96,1,49,0,0.0,1.0,35372.94193548387,0.0,8.021075268817203,4410,58880.26,7025.570040311663
96,1,49,0,0.0,1.0,17481.239999999994,0.0,3.963999999999999,4410,43592.1,5272.655108743165
96,1,50,0,0.0,1.0,20723.20645161289,0.0,4.699139784946233,4410,48582.23,40937.65196836125
96,1,50,0,0.0,1.0,31542.279999999984,0.0,7.152444444444441,4410,52370.9,48997.06569027717
96,1,52,0,0.0,1.0,35445.0193548387,0.0,8.037419354838708,4410,57406.63,57665.192540802345
96,1,53,0,0.0,1.0,31118.477419354847,0.0,7.056344086021507,4410,49496.88,64012.10483286791
96,1,53,0,0.0,1.0,21118.01999999999,0.0,4.788666666666664,4410,47367.99,48126.90316772136
96,1,70,0,0.0,1.0,9164.264516129033,0.0,2.0780645161290323,4410,48827.19,10841.63633384481
96,1,70,0,0.0,1.0,9222.779999999993,0.0,2.0913333333333317,4410,44417.87,35348.11195299254
96,1,70,0,0.0,1.0,33823.27741935485,0.0,7.669677419354841,4410,55670.85,25883.986901782704
97,0,0,43,2.0,1.0,0.0,13226.552258064516,10.112043010752688,1308,24642.74,1483.510126744159
97,0,0,43,2.0,1.0,0.0,11511.645714285713,8.80095238095238,1308,19536.57,5710.730458351821
97,0,0,43,2.0,1.0,0.0,10491.566451612902,8.021075268817203,1308,18696.82,6849.061632757117
97,0,0,43,2.0,1.0,0.0,5184.911999999998,3.963999999999999,1308,16795.89,5195.6477679690415
97,0,0,43,2.0,1.0,0.0,6146.474838709672,4.699139784946233,1308,11285.27,3691.299013937208
97,0,0,43,2.0,1.0,0.0,9355.397333333329,7.152444444444441,1308,10269.22,4360.535142115778
97,0,0,43,2.0,1.0,0.0,10512.94451612903,8.037419354838708,1308,10776.67,4639.174771771684
97,0,0,43,2.0,1.0,0.0,9229.698064516131,7.056344086021507,1308,9411.7,4814.097403066405
97,0,0,43,2.0,1.0,0.0,6263.575999999996,4.788666666666664,1308,9467.96,4253.523541690105
97,0,0,43,2.0,1.0,0.0,2718.108387096774,2.0780645161290323,1308,8119.66,4258.095281247649
97,0,0,43,2.0,1.0,0.0,2735.4639999999977,2.0913333333333317,1308,10293.49,3221.476883583572
97,0,0,43,2.0,1.0,0.0,10031.93806451613,7.669677419354841,1308,21906.05,3711.114401020901
98,0,0,225,2.0,0.0,0.0,25856.493978494622,10.112043010752688,2557,30655.4,2900.1075548792733
98,0,0,225,2.0,0.0,0.0,22504.035238095235,8.80095238095238,2557,25172.49,11163.85743008294
98,0,0,230,2.0,0.0,0.0,20509.889462365587,8.021075268817203,2557,27167.12,13389.18853382623
98,0,0,230,2.0,0.0,0.0,10135.947999999999,3.963999999999999,2557,22821.21,10156.927888745004
98,0,0,230,2.0,0.0,0.0,12015.700430107518,4.699139784946233,2557,24424.67,7216.086798645482
98,0,0,230,2.0,0.0,0.0,18288.800444444438,7.152444444444441,2557,23721.99,8524.37769200904
98,0,0,230,2.0,0.0,0.0,20551.681290322576,8.037419354838708,2557,25919.2,9069.080675669557
98,0,0,230,2.0,0.0,0.0,18043.071827956996,7.056344086021507,2557,20434.93,9411.0460182413
98,0,0,233,2.0,0.0,0.0,12244.62066666666,4.788666666666664,2557,21682.98,8315.178171349828
98,0,0,233,2.0,0.0,0.0,5313.610967741935,2.0780645161290323,2557,20207.5,8324.107555265751
98,0,0,234,2.0,0.0,0.0,5347.5393333333295,2.0913333333333317,2557,21326.81,6297.641886735046
98,0,0,234,2.0,0.0,0.0,19611.365161290327,7.669677419354841,2557,27686.66,7254.816825973974
