אינוונטר,תאריך קבלה,סטטוס,שם סטטוס,תאריך עדכון אחרון,פריט,"מחיר כניסה בש""ח",מחיר כניסה בדולר,תיאור האינוונטר,הערות לשורה מההזמנה,מחלקה,שם מחלקה,הזמנה,סריאלי,מחיר ידני,קוד סימון,תז שואל,פטור מותנה,מנוהל תמיד,קמפוס,שם קמפוס,בניין,שם בניין,קומה,חדר,הערות לפריט אומנות
144251,13/03/2016,1,פעיל,13/03/2016,80000100,"2,205.44",686.84,"מקרר ביתי, 345 ליטר",מקרר 270 שארפ 2129NWH 314 ליטר,3926,שדה בוקר-פרוייקטים מיוחדים,4279054,,,,,,,7,קמפוס שדה בוקר,47,,קרקע,2,
144252,13/03/2016,1,פעיל,13/03/2016,80000100,"2,205.44",686.84,"מקרר ביתי, 345 ליטר",מקרר 270 שארפ 2129NWH 314 ליטר,3926,שדה בוקר-פרוייקטים מיוחדים,4279054,,,,,,,7,קמפוס שדה בוקר,47,,קרקע,2,
144253,13/03/2016,1,פעיל,13/03/2016,80000100,"2,205.44",686.84,"מקרר ביתי, 345 ליטר",מקרר 270 שארפ 2129NWH 314 ליטר,3926,שדה בוקר-פרוייקטים מיוחדים,4279054,,,,,,,7,קמפוס שדה בוקר,47,,קרקע,2,
144254,13/03/2016,1,פעיל,13/03/2016,80000100,"2,205.44",686.84,"מקרר ביתי, 345 ליטר",מקרר 270 שארפ 2129NWH 314 ליטר,3926,שדה בוקר-פרוייקטים מיוחדים,4279054,,,,,,,7,קמפוס שדה בוקר,47,,קרקע,2,
144255,13/03/2016,1,פעיל,13/03/2016,80000100,"2,205.44",686.84,"מקרר ביתי, 345 ליטר",מקרר 270 שארפ 2129NWH 314 ליטר,3926,שדה בוקר-פרוייקטים מיוחדים,4279054,,,,,,,7,קמפוס שדה בוקר,47,,קרקע,2,
150774,27/12/2017,1,פעיל,16/01/2018,80000109,"2,189.99",682.03,מקרר ביתי,"מקרר סמסונג, 300 ליטר. דגם RT29",6426,מכון לסביבה,4308809,RT29FAJEDWW,,,,לא,לא,7,קמפוס שדה בוקר,SB-26,,קרקע,17,
158555,23/02/2020,1,פעיל,26/01/2021,80000109,"2,189.98",682.03,מקרר ביתי,מקרר אלקטרה דגם 8540 עבור חדר דימות. נא לתאם הובלה עם ציפי 0523819866. כולל הובלה באישור שרון ,5907,פיזיולוגיה,4319691,1.17E+21,,,,לא,לא,1,מדעי הבריאות סורוקה,M6,"M6 - בנין מעבדות מחקר רפואה ע""ש דייכמן - פלאם",קומה 4,428,
153395,30/09/2018,1,פעיל,10/10/2018,80000109,"2,150.00",594.25,מקרר ביתי,דגם בקו מקפיא עליון. .RDNE-455K01W ציוד מקרר ביתי  מקרר בקו מ. עליון rdne4550k01w ,6160,קמפוס אילת,4320845,,,,,,,4,קמפוס אילת,E1,בנין 1-קמפוס אילת,1,102,
153407,30/09/2018,1,פעיל,11/10/2018,80000109,"2,150.00",594.42,מקרר ביתי,מקרר בקו מ. עליון RDNE455K01W ,6160,קמפוס אילת,4320049,,,,,,,4,קמפוס אילת,E1,בנין 1-קמפוס אילת,1,101,
153461,30/09/2018,1,פעיל,05/02/2019,80000109,"2,150.00",669.57,מקרר ביתי,מקרר יין  Haier דגם JC162,5107,המחלקה למדעי כדור הארץ והסביבה,5082720,B401N4EM6M00Q6J1Q0047,,,,לא,לא,5,קמפוס מרקוס,58,"בנין מתמטיקה וגיאולוגיה ע""ש דייכמן-גרוסמן - 58",1,130,
287345,11/01/2015,1,פעיל,30/03/2015,80000100,"2,124.00",661.48,"מקרר ביתי, 345 ליטר",מקרר SHARP 2129 . אחריות ראלקו,5723,חידוש מבנים,4266021,SJ2129NSL,,,,לא,לא,5,קמפוס מרקוס,64,מתקן חלוץ - 64,1,1,
145052,09/06/2016,1,פעיל,09/06/2016,80000100,"2,100.00",654,"מקרר ביתי, 345 ליטר",מקרר לבמט דגם DF341,5511,הנדסת חומרים,4287959,,,,,,,5,קמפוס מרקוס,59,"בנין הנדסת חומרים והנדסת כימיה ע""ש  פוסטר - 59",0,20,
152792,23/07/2018,1,פעיל,23/07/2018,80000109,"2,100.00",654,מקרר ביתי,"מקררים דגם האייר  HAIER דגם HRF369   כולל  הובלה פתיחה צד שמואל בלבד . . . כנ""ל אך מקרר ברוחב 60 ס""מ ,400-420 ליטר ,פתיחה צד . שמאל ",5519,הנדסת מערכות מידע,4310200,,,,,,,5,קמפוס מרקוס,96,96 בניין קרול ומרקוס ויינשטיין להנדסת מערכות תכנה ומידע ולאבטחת סייבר,1,1,
152793,23/07/2018,1,פעיל,23/07/2018,80000109,"2,100.00",654,מקרר ביתי,"מקררים דגם האייר  HAIER דגם HRF369   כולל  הובלה פתיחה צד שמואל בלבד . . . כנ""ל אך מקרר ברוחב 60 ס""מ ,400-420 ליטר ,פתיחה צד . שמאל ",5519,הנדסת מערכות מידע,4310200,,,,,,,5,קמפוס מרקוס,96,96 בניין קרול ומרקוס ויינשטיין להנדסת מערכות תכנה ומידע ולאבטחת סייבר,1,1,
164401,30/09/2021,1,פעיל,03/10/2021,80000109,"2,100.00",654,מקרר ביתי,"מקרר שארפ 314 ליטר. דגם 2131  SJ צבע לבן או כסוף. . כולל הובלה ופיזור לדירות, יש מעלית. אחריות הספק להציב . את המקררים ללא חבלות ושריטות.",5807,מעונות סטודנטים,4382569,,,,,,,3,מעונות ד',D,מעונות ד',0,0,
164402,30/09/2021,1,פעיל,03/10/2021,80000109,"2,100.00",654,מקרר ביתי,"מקרר שארפ 314 ליטר. דגם 2131  SJ צבע לבן או כסוף. . כולל הובלה ופיזור לדירות, יש מעלית. אחריות הספק להציב . את המקררים ללא חבלות ושריטות.",5807,מעונות סטודנטים,4382569,,,,,,,3,מעונות ד',D,מעונות ד',0,0,
164403,30/09/2021,1,פעיל,03/10/2021,80000109,"2,100.00",654,מקרר ביתי,"מקרר שארפ 314 ליטר. דגם 2131  SJ צבע לבן או כסוף. . כולל הובלה ופיזור לדירות, יש מעלית. אחריות הספק להציב . את המקררים ללא חבלות ושריטות.",5807,מעונות סטודנטים,4382569,,,,,,,3,מעונות ד',D,מעונות ד',0,0,
164404,30/09/2021,1,פעיל,03/10/2021,80000109,"2,100.00",654,מקרר ביתי,"מקרר שארפ 314 ליטר. דגם 2131  SJ צבע לבן או כסוף. . כולל הובלה ופיזור לדירות, יש מעלית. אחריות הספק להציב . את המקררים ללא חבלות ושריטות.",5807,מעונות סטודנטים,4382569,,,,,,,3,מעונות ד',D,מעונות ד',0,0,
140385,12/03/2015,1,פעיל,21/03/2016,80000109,"2,094.50",652.29,מקרר ביתי,מקררים SJ 2129 SHARP. 314  ליטר. אחריות יבואן רשמי ראלקו. המחיר כולל הספקה לשדה בוקר וחלוקה לחדרים,3926,שדה בוקר-פרוייקטים מיוחדים,4264864,,,,,,,7,קמפוס שדה בוקר,47,,קרקע,2,
140386,12/03/2015,1,פעיל,21/03/2016,80000109,"2,094.50",652.29,מקרר ביתי,מקררים SJ 2129 SHARP. 314  ליטר. אחריות יבואן רשמי ראלקו. המחיר כולל הספקה לשדה בוקר וחלוקה לחדרים,3926,שדה בוקר-פרוייקטים מיוחדים,4264864,,,,,,,7,קמפוס שדה בוקר,47,,קרקע,2,
140387,12/03/2015,1,פעיל,21/03/2016,80000109,"2,094.50",652.29,מקרר ביתי,מקררים SJ 2129 SHARP. 314  ליטר. אחריות יבואן רשמי ראלקו. המחיר כולל הספקה לשדה בוקר וחלוקה לחדרים,3926,שדה בוקר-פרוייקטים מיוחדים,4264864,,,,,,,7,קמפוס שדה בוקר,47,,קרקע,2,
140388,12/03/2015,1,פעיל,21/03/2016,80000109,"2,094.50",652.29,מקרר ביתי,מקררים SJ 2129 SHARP. 314  ליטר. אחריות יבואן רשמי ראלקו. המחיר כולל הספקה לשדה בוקר וחלוקה לחדרים,3926,שדה בוקר-פרוייקטים מיוחדים,4264864,,,,,,,7,קמפוס שדה בוקר,47,,קרקע,2,
140389,12/03/2015,1,פעיל,21/03/2016,80000109,"2,094.50",652.29,מקרר ביתי,מקררים SJ 2129 SHARP. 314  ליטר. אחריות יבואן רשמי ראלקו. המחיר כולל הספקה לשדה בוקר וחלוקה לחדרים,3926,שדה בוקר-פרוייקטים מיוחדים,4264864,,,,,,,7,קמפוס שדה בוקר,47,,קרקע,2,
140390,12/03/2015,1,פעיל,21/03/2016,80000109,"2,094.50",652.29,מקרר ביתי,מקררים SJ 2129 SHARP. 314  ליטר. אחריות יבואן רשמי ראלקו. המחיר כולל הספקה לשדה בוקר וחלוקה לחדרים,3926,שדה בוקר-פרוייקטים מיוחדים,4264864,,,,,,,7,קמפוס שדה בוקר,47,,קרקע,2,
140391,12/03/2015,1,פעיל,21/03/2016,80000109,"2,094.50",652.29,מקרר ביתי,מקררים SJ 2129 SHARP. 314  ליטר. אחריות יבואן רשמי ראלקו. המחיר כולל הספקה לשדה בוקר וחלוקה לחדרים,3926,שדה בוקר-פרוייקטים מיוחדים,4264864,,,,,,,7,קמפוס שדה בוקר,47,,קרקע,2,
140392,12/03/2015,1,פעיל,21/03/2016,80000109,"2,094.50",652.29,מקרר ביתי,מקררים SJ 2129 SHARP. 314  ליטר. אחריות יבואן רשמי ראלקו. המחיר כולל הספקה לשדה בוקר וחלוקה לחדרים,3926,שדה בוקר-פרוייקטים מיוחדים,4264864,,,,,,,7,קמפוס שדה בוקר,47,,קרקע,2,
140393,12/03/2015,1,פעיל,21/03/2016,80000109,"2,094.50",652.29,מקרר ביתי,מקררים SJ 2129 SHARP. 314  ליטר. אחריות יבואן רשמי ראלקו. המחיר כולל הספקה לשדה בוקר וחלוקה לחדרים,3926,שדה בוקר-פרוייקטים מיוחדים,4264864,,,,,,,7,קמפוס שדה בוקר,47,,קרקע,2,
140394,12/03/2015,1,פעיל,21/03/2016,80000109,"2,094.50",652.29,מקרר ביתי,מקררים SJ 2129 SHARP. 314  ליטר. אחריות יבואן רשמי ראלקו. המחיר כולל הספקה לשדה בוקר וחלוקה לחדרים,3926,שדה בוקר-פרוייקטים מיוחדים,4264864,,,,,,,7,קמפוס שדה בוקר,47,,קרקע,2,
140395,12/03/2015,1,פעיל,21/03/2016,80000109,"2,094.50",652.29,מקרר ביתי,מקררים SJ 2129 SHARP. 314  ליטר. אחריות יבואן רשמי ראלקו. המחיר כולל הספקה לשדה בוקר וחלוקה לחדרים,3926,שדה בוקר-פרוייקטים מיוחדים,4264864,,,,,,,7,קמפוס שדה בוקר,47,,קרקע,2,
140396,12/03/2015,1,פעיל,21/03/2016,80000109,"2,094.50",652.29,מקרר ביתי,מקררים SJ 2129 SHARP. 314  ליטר. אחריות יבואן רשמי ראלקו. המחיר כולל הספקה לשדה בוקר וחלוקה לחדרים,3926,שדה בוקר-פרוייקטים מיוחדים,4264864,,,,,,,7,קמפוס שדה בוקר,47,,קרקע,2,
140397,12/03/2015,1,פעיל,21/03/2016,80000109,"2,094.50",652.29,מקרר ביתי,מקררים SJ 2129 SHARP. 314  ליטר. אחריות יבואן רשמי ראלקו. המחיר כולל הספקה לשדה בוקר וחלוקה לחדרים,3926,שדה בוקר-פרוייקטים מיוחדים,4264864,,,,,,,7,קמפוס שדה בוקר,47,,קרקע,2,
140398,12/03/2015,1,פעיל,21/03/2016,80000109,"2,094.50",652.29,מקרר ביתי,מקררים SJ 2129 SHARP. 314  ליטר. אחריות יבואן רשמי ראלקו. המחיר כולל הספקה לשדה בוקר וחלוקה לחדרים,3926,שדה בוקר-פרוייקטים מיוחדים,4264864,,,,,,,7,קמפוס שדה בוקר,47,,קרקע,2,
140399,12/03/2015,1,פעיל,21/03/2016,80000109,"2,094.50",652.29,מקרר ביתי,מקררים SJ 2129 SHARP. 314  ליטר. אחריות יבואן רשמי ראלקו. המחיר כולל הספקה לשדה בוקר וחלוקה לחדרים,3926,שדה בוקר-פרוייקטים מיוחדים,4264864,,,,,,,7,קמפוס שדה בוקר,47,,קרקע,2,
157550,30/09/2019,1,פעיל,05/11/2019,80000109,"2,090.79",651.13,מקרר ביתי,"מקרר ביתי שתי דלתות מתוצרת  ""שארפ"" דגם 315 ליטר  כסוף SL2131 . המקררים יהיו באחריות הספק בלבד . וכל פגיעה ו/או נזק שיגרם בעת ההובלה, . האספקה והפיזור יהיה באחריות הספק בלבד. . לא יתקבלו מקררים פגומים ו/או עם פגיעות אפילו קלות. . ",5759,אגף בינוי ואחזקה,4332661,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
157551,30/09/2019,1,פעיל,05/11/2019,80000109,"2,090.79",651.13,מקרר ביתי,"מקרר ביתי שתי דלתות מתוצרת  ""שארפ"" דגם 315 ליטר  כסוף SL2131 . המקררים יהיו באחריות הספק בלבד . וכל פגיעה ו/או נזק שיגרם בעת ההובלה, . האספקה והפיזור יהיה באחריות הספק בלבד. . לא יתקבלו מקררים פגומים ו/או עם פגיעות אפילו קלות. . ",5759,אגף בינוי ואחזקה,4332661,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
157552,30/09/2019,1,פעיל,05/11/2019,80000109,"2,090.79",651.13,מקרר ביתי,"מקרר ביתי שתי דלתות מתוצרת  ""שארפ"" דגם 315 ליטר  כסוף SL2131 . המקררים יהיו באחריות הספק בלבד . וכל פגיעה ו/או נזק שיגרם בעת ההובלה, . האספקה והפיזור יהיה באחריות הספק בלבד. . לא יתקבלו מקררים פגומים ו/או עם פגיעות אפילו קלות. . ",5759,אגף בינוי ואחזקה,4332661,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
157553,30/09/2019,1,פעיל,05/11/2019,80000109,"2,090.79",651.13,מקרר ביתי,"מקרר ביתי שתי דלתות מתוצרת  ""שארפ"" דגם 315 ליטר  כסוף SL2131 . המקררים יהיו באחריות הספק בלבד . וכל פגיעה ו/או נזק שיגרם בעת ההובלה, . האספקה והפיזור יהיה באחריות הספק בלבד. . לא יתקבלו מקררים פגומים ו/או עם פגיעות אפילו קלות. . ",5759,אגף בינוי ואחזקה,4332661,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
157554,30/09/2019,1,פעיל,05/11/2019,80000109,"2,090.79",651.13,מקרר ביתי,"מקרר ביתי שתי דלתות מתוצרת  ""שארפ"" דגם 315 ליטר  כסוף SL2131 . המקררים יהיו באחריות הספק בלבד . וכל פגיעה ו/או נזק שיגרם בעת ההובלה, . האספקה והפיזור יהיה באחריות הספק בלבד. . לא יתקבלו מקררים פגומים ו/או עם פגיעות אפילו קלות. . ",5759,אגף בינוי ואחזקה,4332661,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
157555,30/09/2019,1,פעיל,05/11/2019,80000109,"2,090.79",651.13,מקרר ביתי,"מקרר ביתי שתי דלתות מתוצרת  ""שארפ"" דגם 315 ליטר  כסוף SL2131 . המקררים יהיו באחריות הספק בלבד . וכל פגיעה ו/או נזק שיגרם בעת ההובלה, . האספקה והפיזור יהיה באחריות הספק בלבד. . לא יתקבלו מקררים פגומים ו/או עם פגיעות אפילו קלות. . ",5759,אגף בינוי ואחזקה,4332661,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
157556,30/09/2019,1,פעיל,05/11/2019,80000109,"2,090.79",651.13,מקרר ביתי,"מקרר ביתי שתי דלתות מתוצרת  ""שארפ"" דגם 315 ליטר  כסוף SL2131 . המקררים יהיו באחריות הספק בלבד . וכל פגיעה ו/או נזק שיגרם בעת ההובלה, . האספקה והפיזור יהיה באחריות הספק בלבד. . לא יתקבלו מקררים פגומים ו/או עם פגיעות אפילו קלות. . ",5759,אגף בינוי ואחזקה,4332661,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
157557,30/09/2019,1,פעיל,05/11/2019,80000109,"2,090.79",651.13,מקרר ביתי,"מקרר ביתי שתי דלתות מתוצרת  ""שארפ"" דגם 315 ליטר  כסוף SL2131 . המקררים יהיו באחריות הספק בלבד . וכל פגיעה ו/או נזק שיגרם בעת ההובלה, . האספקה והפיזור יהיה באחריות הספק בלבד. . לא יתקבלו מקררים פגומים ו/או עם פגיעות אפילו קלות. . ",5759,אגף בינוי ואחזקה,4332661,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
157561,30/09/2019,1,פעיל,05/11/2019,80000109,"2,090.79",651.13,מקרר ביתי,"מקרר כסוף ביתי תוצרת ""שארפ"" דגם 315 שתי דלתות SL2131 ליטר . המקררים יהיו באחריות הספק בלבד . וכל פגיעה ו/או נזק שיגרם בעת ההובלה, . האספקה והפיזור יהיה באחריות הספק בלבד. . לא יתקבלו מקררים פגומים ולא עם פגיעות אפילו קלות.",5759,אגף בינוי ואחזקה,4332662,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
157562,30/09/2019,1,פעיל,05/11/2019,80000109,"2,090.79",651.13,מקרר ביתי,"מקרר כסוף ביתי תוצרת ""שארפ"" דגם 315 שתי דלתות SL2131 ליטר . המקררים יהיו באחריות הספק בלבד . וכל פגיעה ו/או נזק שיגרם בעת ההובלה, . האספקה והפיזור יהיה באחריות הספק בלבד. . לא יתקבלו מקררים פגומים ולא עם פגיעות אפילו קלות.",5759,אגף בינוי ואחזקה,4332662,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
157563,30/09/2019,1,פעיל,05/11/2019,80000109,"2,090.79",651.13,מקרר ביתי,"מקרר כסוף ביתי תוצרת ""שארפ"" דגם 315 שתי דלתות SL2131 ליטר . המקררים יהיו באחריות הספק בלבד . וכל פגיעה ו/או נזק שיגרם בעת ההובלה, . האספקה והפיזור יהיה באחריות הספק בלבד. . לא יתקבלו מקררים פגומים ולא עם פגיעות אפילו קלות.",5759,אגף בינוי ואחזקה,4332662,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
156935,20/08/2019,1,פעיל,20/08/2019,80000109,"2,089.99",650.89,מקרר ביתי,"מקרר שארפ 2 דל' שארפ 315 SJ-2131-SL ל' ניר. . מקרר שארפ 315 ליטר, מקפיא עליון צבע לבן דגם 2131 sl . sj המחיר כולל הובלה לדירה, פינוי מקרר ישן",5807,מעונות סטודנטים,4337001,,,,,,,2,מעונות ג',C85,(C85) 'מעונות ג,0,0,
156936,20/08/2019,1,פעיל,20/08/2019,80000109,"2,089.99",650.89,מקרר ביתי,"מקרר שארפ 2 דל' שארפ 315 SJ-2131-SL ל' ניר. . מקרר שארפ 315 ליטר, מקפיא עליון צבע לבן דגם 2131 sl . sj המחיר כולל הובלה לדירה, פינוי מקרר ישן",5807,מעונות סטודנטים,4337001,,,,,,,2,מעונות ג',C85,(C85) 'מעונות ג,0,0,
160730,30/09/2020,1,פעיל,12/10/2020,80000109,"2,089.99",650.89,מקרר ביתי,"מקרר דגם שארפ מקפיא עליון דגם SJ2131 לבן יבואן רשמי טכנו ראלקו  314 ליטר . מקרר שארפ ביתי 2 דלתות  דגם 315 SJ2131 ליטר, צבע לבן. . יבואן מקורי ראלקו המחיר כולל הובלה 6 מקררים למעונות . ד' 16 מקררים למעונות ג'",5807,מעונות סטודנטים,4361279,,,,,,,2,מעונות ג',C85,(C85) 'מעונות ג,0,0,
160731,30/09/2020,1,פעיל,12/10/2020,80000109,"2,089.99",650.89,מקרר ביתי,"מקרר דגם שארפ מקפיא עליון דגם SJ2131 לבן יבואן רשמי טכנו ראלקו  314 ליטר . מקרר שארפ ביתי 2 דלתות  דגם 315 SJ2131 ליטר, צבע לבן. . יבואן מקורי ראלקו המחיר כולל הובלה 6 מקררים למעונות . ד' 16 מקררים למעונות ג'",5807,מעונות סטודנטים,4361279,,,,,,,2,מעונות ג',C85,(C85) 'מעונות ג,0,0,
160732,30/09/2020,1,פעיל,12/10/2020,80000109,"2,089.99",650.89,מקרר ביתי,"מקרר דגם שארפ מקפיא עליון דגם SJ2131 לבן יבואן רשמי טכנו ראלקו  314 ליטר . מקרר שארפ ביתי 2 דלתות  דגם 315 SJ2131 ליטר, צבע לבן. . יבואן מקורי ראלקו המחיר כולל הובלה 6 מקררים למעונות . ד' 16 מקררים למעונות ג'",5807,מעונות סטודנטים,4361279,,,,,,,2,מעונות ג',C85,(C85) 'מעונות ג,0,0,
160733,30/09/2020,1,פעיל,12/10/2020,80000109,"2,089.99",650.89,מקרר ביתי,"מקרר דגם שארפ מקפיא עליון דגם SJ2131 לבן יבואן רשמי טכנו ראלקו  314 ליטר . מקרר שארפ ביתי 2 דלתות  דגם 315 SJ2131 ליטר, צבע לבן. . יבואן מקורי ראלקו המחיר כולל הובלה 6 מקררים למעונות . ד' 16 מקררים למעונות ג'",5807,מעונות סטודנטים,4361279,,,,,,,2,מעונות ג',C85,(C85) 'מעונות ג,0,0,
160734,30/09/2020,1,פעיל,12/10/2020,80000109,"2,089.99",650.89,מקרר ביתי,"מקרר דגם שארפ מקפיא עליון דגם SJ2131 לבן יבואן רשמי טכנו ראלקו  314 ליטר . מקרר שארפ ביתי 2 דלתות  דגם 315 SJ2131 ליטר, צבע לבן. . יבואן מקורי ראלקו המחיר כולל הובלה 6 מקררים למעונות . ד' 16 מקררים למעונות ג'",5807,מעונות סטודנטים,4361279,,,,,,,2,מעונות ג',C85,(C85) 'מעונות ג,0,0,
160735,30/09/2020,1,פעיל,12/10/2020,80000109,"2,089.99",650.89,מקרר ביתי,"מקרר דגם שארפ מקפיא עליון דגם SJ2131 לבן יבואן רשמי טכנו ראלקו  314 ליטר . מקרר שארפ ביתי 2 דלתות  דגם 315 SJ2131 ליטר, צבע לבן. . יבואן מקורי ראלקו המחיר כולל הובלה 6 מקררים למעונות . ד' 16 מקררים למעונות ג'",5807,מעונות סטודנטים,4361279,,,,,,,2,מעונות ג',C85,(C85) 'מעונות ג,0,0,
161596,08/12/2020,1,פעיל,08/12/2020,80000109,"2,089.99",650.89,מקרר ביתי,"מקרר שארפ מקפיא עליון, דגם SJ2131 לבן. יבואן רשמי . טכנו ראלקו. 314 ליטר. המחיר כולל הובלה. בהמשך להזמנה . 4361279 מיום 11.8.2020.",5807,מעונות סטודנטים,4364346,,,,,,,2,מעונות ג',C85,(C85) 'מעונות ג,0,0,
161597,08/12/2020,1,פעיל,08/12/2020,80000109,"2,089.99",650.89,מקרר ביתי,"מקרר שארפ מקפיא עליון, דגם SJ2131 לבן. יבואן רשמי . טכנו ראלקו. 314 ליטר. המחיר כולל הובלה. בהמשך להזמנה . 4361279 מיום 11.8.2020.",5807,מעונות סטודנטים,4364346,,,,,,,2,מעונות ג',C85,(C85) 'מעונות ג,0,0,
161598,08/12/2020,1,פעיל,08/12/2020,80000109,"2,089.99",650.89,מקרר ביתי,"מקרר שארפ מקפיא עליון, דגם SJ2131 לבן. יבואן רשמי . טכנו ראלקו. 314 ליטר. המחיר כולל הובלה. בהמשך להזמנה . 4361279 מיום 11.8.2020.",5807,מעונות סטודנטים,4364346,,,,,,,2,מעונות ג',C85,(C85) 'מעונות ג,0,0,
156933,20/08/2019,1,פעיל,20/08/2019,80000109,"2,089.62",650.77,מקרר ביתי,"מקרר שארפ 2 דל' שארפ 315 SJ-2131-SL ל' ניר. מקרר שארפ 315 ליטר, מקפיא עליון צבע לבן דגם 2131 sl . sj המחיר כולל הובלה לדירה, פינוי מקרר ישן. שני מקררים  מהדגם שבדרישה זו שיסופקו למעונות ג', אגף מזרחי לדירות 323, .319. יש גישה במעלית לדירות.. ",5807,מעונות סטודנטים,4339701,,,,,,,2,מעונות ג',C85,(C85) 'מעונות ג,0,0,
156934,20/08/2019,1,פעיל,20/08/2019,80000109,"2,089.62",650.77,מקרר ביתי,"מקרר שארפ 2 דל' שארפ 315 SJ-2131-SL ל' ניר. מקרר שארפ 315 ליטר, מקפיא עליון צבע לבן דגם 2131 sl . sj המחיר כולל הובלה לדירה, פינוי מקרר ישן. שני מקררים  מהדגם שבדרישה זו שיסופקו למעונות ג', אגף מזרחי לדירות 323, .319. יש גישה במעלית לדירות.. ",5807,מעונות סטודנטים,4339701,,,,,,,2,מעונות ג',C85,(C85) 'מעונות ג,0,0,
157679,17/11/2019,1,פעיל,17/11/2019,80000109,"2,089.49",650.73,מקרר ביתי,מקרר שארפ 2 דלתות  דגם sj2131-sl315  בצבע לבן. כולל . פירוק דלתות אם יהיה צורך.  ,5807,מעונות סטודנטים,4344022,,,,,,,3,מעונות ד',D,מעונות ד',0,0,
157680,17/11/2019,1,פעיל,17/11/2019,80000109,"2,089.49",650.73,מקרר ביתי,מקרר שארפ 2 דלתות  דגם sj2131-sl315  בצבע לבן. כולל . פירוק דלתות אם יהיה צורך.  ,5807,מעונות סטודנטים,4344022,,,,,,,3,מעונות ד',D,מעונות ד',0,0,
157681,17/11/2019,1,פעיל,17/11/2019,80000109,"2,089.49",650.73,מקרר ביתי,מקרר שארפ 2 דלתות  דגם sj2131-sl315  בצבע לבן. כולל . פירוק דלתות אם יהיה צורך.  ,5807,מעונות סטודנטים,4344022,,,,,,,3,מעונות ד',D,מעונות ד',0,0,
157682,17/11/2019,1,פעיל,17/11/2019,80000109,"2,089.49",650.73,מקרר ביתי,מקרר שארפ 2 דלתות  דגם sj2131-sl315  בצבע לבן. כולל . פירוק דלתות אם יהיה צורך.  ,5807,מעונות סטודנטים,4344022,,,,,,,3,מעונות ד',D,מעונות ד',0,0,
157683,17/11/2019,1,פעיל,17/11/2019,80000109,"2,089.49",650.73,מקרר ביתי,מקרר שארפ 2 דלתות  דגם sj2131-sl315  בצבע לבן. כולל . פירוק דלתות אם יהיה צורך.  ,5807,מעונות סטודנטים,4344022,,,,,,,3,מעונות ד',D,מעונות ד',0,0,
157684,17/11/2019,1,פעיל,17/11/2019,80000109,"2,089.49",650.73,מקרר ביתי,מקרר שארפ 2 דלתות  דגם sj2131-sl315  בצבע לבן. כולל . פירוק דלתות אם יהיה צורך.  ,5807,מעונות סטודנטים,4344022,,,,,,,3,מעונות ד',D,מעונות ד',0,0,
157685,17/11/2019,1,פעיל,17/11/2019,80000109,"2,089.49",650.73,מקרר ביתי,מקרר שארפ 2 דלתות  דגם sj2131-sl315  בצבע לבן. כולל . פירוק דלתות אם יהיה צורך.  ,5807,מעונות סטודנטים,4344022,,,,,,,3,מעונות ד',D,מעונות ד',0,0,
157686,17/11/2019,1,פעיל,17/11/2019,80000109,"2,089.49",650.73,מקרר ביתי,מקרר שארפ 2 דלתות  דגם sj2131-sl315  בצבע לבן. כולל . פירוק דלתות אם יהיה צורך.  ,5807,מעונות סטודנטים,4344022,,,,,,,3,מעונות ד',D,מעונות ד',0,0,
156804,06/08/2019,1,פעיל,06/08/2019,80000109,"2,089.48",650.72,מקרר ביתי,"מקרר שארפ 2 דל' לבן, 315 ליטר. מקפיא עליון. דגם SJ2131 . המחיר כולל הובלה לדירה, הורדת מקרר ישן,  . ",5807,מעונות סטודנטים,4339928,,,,,,,2,מעונות ג',C85,(C85) 'מעונות ג,0,0,
156805,06/08/2019,1,פעיל,06/08/2019,80000109,"2,089.48",650.72,מקרר ביתי,"מקרר שארפ 2 דל' לבן, 315 ליטר. מקפיא עליון. דגם SJ2131 . המחיר כולל הובלה לדירה, הורדת מקרר ישן,  . ",5807,מעונות סטודנטים,4339928,,,,,,,2,מעונות ג',C85,(C85) 'מעונות ג,0,0,
153701,07/11/2018,1,פעיל,07/11/2018,80000109,"2,050.00",638.43,מקרר ביתי,מקרר שארפ מקרר מקפיא עליון Sharp בנפח 228 ליטר דגם . SJ-2124 בעל טכנולוגיית קירור Multi Air Flow ותאורת . LED,5804,דיקן הסטודנטים,4322648,,,,,,,5,קמפוס מרקוס,70,"בית הסטודנט ע""ש זלוטובסקי - 70",2,251,
