אינוונטר,תאריך קבלה,סטטוס,שם סטטוס,תאריך עדכון אחרון,פריט,"מחיר כניסה בש""ח",מחיר כניסה בדולר,תיאור האינוונטר,הערות לשורה מההזמנה,מחלקה,שם מחלקה,הזמנה,סריאלי,מחיר ידני,קוד סימון,תז שואל,פטור מותנה,מנוהל תמיד,קמפוס,שם קמפוס,בניין,שם בניין,קומה,חדר,הערות לפריט אומנות
141592,05/07/2015,1,פעיל,12/11/2015,80000127,"40,858.68","12,724.60",מקרר תעשייתי,"מקרר כרומטוגרפי 1297 דלת הזזה זכוכית. מק"" ט :ZZD-333",5106,כימיה,4268303,,,,,,,5,קמפוס מרקוס,29,"בנין מעבדות כימיה ופיסיקה ע""ש קרופ - 29",0,11,
149462,14/09/2017,1,פעיל,14/09/2017,80000127,"36,662.68","11,417.84",מקרר תעשייתי,as per catalog enclosed. .boxes per freezer: 480. For 230V; 50Hz. All details  .per freezer: 24. Number of boxes per rack: 20. Total  .External dim: 1130x876x1990mm (WxDxH). Number of racks  .Ultra-Low Temperature Freezer. Capacity: 668 liters.  .NU-9668E Nuaire NU-9668E Upright Large Capacity -860C ,5513,ביוטכנולוגיה,4295794,,,,,,,5,קמפוס מרקוס,29,"בנין מעבדות כימיה ופיסיקה ע""ש קרופ - 29",קרקע,4,
149463,14/09/2017,1,פעיל,14/09/2017,80000127,"36,662.68","11,417.84",מקרר תעשייתי,as per catalog enclosed. .boxes per freezer: 480. For 230V; 50Hz. All details  .per freezer: 24. Number of boxes per rack: 20. Total  .External dim: 1130x876x1990mm (WxDxH). Number of racks  .Ultra-Low Temperature Freezer. Capacity: 668 liters.  .NU-9668E Nuaire NU-9668E Upright Large Capacity -860C ,5513,ביוטכנולוגיה,4295794,,,,,,,5,קמפוס מרקוס,29,"בנין מעבדות כימיה ופיסיקה ע""ש קרופ - 29",קרקע,4,
144813,23/05/2016,1,פעיל,23/05/2016,80000127,"30,303.00","9,437.25",מקרר תעשייתי,"בניית מקרר למעבדה במידות 150x75x200, שתי דלתות הזזה זכוכית שקופה,. סידור פנימי, מקום מחוזק לציוד סידור קולונות וכו' - כמפורט בהצעת המחיר. ",5910,מיקרוביולוגיה - מדעי הבריאות,5052883,,,,,,,13,פארק הייטק,41,"בניין המכון הלאומי לביוטכנולוגיה בנגב, ע""ש אדגר דה-פיצ'וטו - 41",1,102,
144816,23/05/2016,1,פעיל,23/05/2016,80000127,"30,303.00","9,437.25",מקרר תעשייתי,"בניית מקרר למעבדה במידות 150x75x200, שתי דלתות הזזה זכוכית שקופה, סידור פנימי, מקום מחוזק לציוד סידור קולונות וכו' - כמפורט בהצעת המחיר ",5910,מיקרוביולוגיה - מדעי הבריאות,5052904,,,,,,,5,קמפוס מרקוס,M6,"M6 - בנין מעבדות מחקר רפואה ע""ש דייכמן - פלאם",1,126,
145659,16/08/2016,1,פעיל,16/08/2016,80000109,"14,599.93","4,546.85",מקרר ביתי,"מקרר חכם דגם RF30HSMART  samsung . העתיד כבר כאן עם מקרר  SMART  של סמסונג המשלב מסך "" LCD 8 . הפותח עולם חדש בתחום המקררים. המקרר . מאפשר חיבור לטלוויזיות החכמות של סמסנוג . וגם לסמארטפונים וטאבלטים התומכים באנדרואיד או .IOS. למקרר החכם עבור פרויקט IOT. . . . . . . . . . . . . ",8298,0,4290121,,,,,,,13,פארק הייטק,P1,בניין גב ים - P1,3,114,
142568,19/10/2015,1,פעיל,08/12/2015,80000127,"8,775.00","2,732.79",מקרר תעשייתי,"מקרר דלת אטומה לבן 78X74X187 -. תוצרת מונדיאל, דגם KIC PV60MED",5907,פיזיולוגיה,4279034,522MF62175,,,,לא,לא,1,מדעי הבריאות סורוקה,SRK6,"בי""ח סרוקה אשפוז פנימיות-ק 6",6,651,
151152,31/01/2018,1,פעיל,04/02/2018,80000127,"8,271.90","2,576.11",מקרר תעשייתי,Sealed Door Refrigerator 775x740x187 (White),5109,המרכז לננו טכנולוגיה,5072894,,,,,לא,לא,1,מדעי הבריאות סורוקה,SRK6,"בי""ח סרוקה אשפוז פנימיות-ק 6",6,635,
144270,16/03/2016,1,פעיל,16/03/2016,80000109,"8,013.92","2,495.77",מקרר ביתי,מקרר  lg  דגם  849 630 ליטר ,5919,בית חיות,4284058,,,,,,,5,קמפוס מרקוס,M9,M9 - בניין M9,קרקע,2,
148382,04/06/2017,1,פעיל,04/09/2017,80000127,"7,839.00","2,441.30",מקרר תעשייתי,  78X74X187 מקרר מעבדה דלת זכוכית כולל הובלה והתקנה. יצרן MONDIAL ELITE,5104,מדעי החיים,4300261,550MF70716,,,,לא,לא,13,פארק הייטק,41,"בניין המכון הלאומי לביוטכנולוגיה בנגב, ע""ש אדגר דה-פיצ'וטו - 41",2,231,
141281,08/06/2015,1,פעיל,02/03/2016,80000127,"6,903.00","2,149.80",מקרר תעשייתי,"מקרר 0-4 מעלות, 600 ליטר, דלת זכוכית, צבע גוף לבן 5 . מדפים - דגם BEV 60PV . ",5104,מדעי החיים,5046107,1.58E+11,,,,לא,לא,5,קמפוס מרקוס,40,"בנין המחלקה למדעי החיים ע""ש טומן - 40",3,302,
141282,08/06/2015,1,פעיל,02/03/2016,80000127,"6,903.00","2,149.80",מקרר תעשייתי,"מקרר 0-4 מעלות, 600 ליטר, דלת זכוכית, צבע גוף לבן 5 . מדפים - דגם BEV 60PV . ",5104,מדעי החיים,5046107,1.58E+11,,,,לא,לא,5,קמפוס מרקוס,40,"בנין המחלקה למדעי החיים ע""ש טומן - 40",3,302,
141090,17/05/2015,1,פעיל,12/11/2015,80000127,"6,667.00","2,076.30",מקרר תעשייתי,מקרר תעשייתי מדגם ap-600 inox. בנפח 600 ליטר . תוצרת פורטוגל. כולל הובלה,5914,וירולוגיה,5044092,,,,,,,1,מדעי הבריאות סורוקה,M2,"בי""ח סורוקה (בנין פתולוגיה) - M2",2,254,
142780,30/09/2015,1,פעיל,12/11/2015,80000127,"6,552.00","2,040.49",מקרר תעשייתי,מקרר דלת אטומה 77x74x187 תוצרת חברת מונדיאל -. דגם PR60MLT KIC. ,5508,הנדסה כימית,4277784,,,,,,,5,קמפוס מרקוס,59,"בנין הנדסת חומרים והנדסת כימיה ע""ש  פוסטר - 59",3,341,
141759,22/07/2015,1,פעיל,12/11/2015,80001045,"6,490.00","2,021.18",מקרר תעשייתי,"דגם : ap-600  inox מקרר מעבדה דלת  1 אטום, מידות : . גובה 187X75X75  גוף המקרר  פנים לבן חוץ נירוסטה 5 . מדפים, נפח  600 ליטר, בקר אלקטרוני  לתצוגת טמפ',טמפ' . +8 +2/ מעלות תוצרת  פורטוגל",5914,וירולוגיה,5047821,371000166,,,,לא,לא,5,קמפוס מרקוס,39,"בנין המכון למחקר ישומי במדעי החיים ע""ש דה 39-פיצ'וטו",3,317,
149286,31/08/2017,1,פעיל,14/11/2017,80000127,"5,849.73","1,821.78",מקרר תעשייתי,מקרר מעבדה דלת 1 אטום po ap-600,5513,ביוטכנולוגיה,5070041,,,,,,,5,קמפוס מרקוס,29,"בנין מעבדות כימיה ופיסיקה ע""ש קרופ - 29",0,10,
158166,09/01/2020,1,פעיל,09/01/2020,80000109,"5,599.99","1,744.00",מקרר ביתי,1- מקרר lg מקפיא  תחתון דגם- 849 מקרר 650  ליטר  כולל . הובלה. ,5106,כימיה,5102052,,,,,,,5,קמפוס מרקוס,62,"בנין מערך המחשוב מעבדות כימיה ופיסיקה ע""ש 62-קרופ",2,208,
146919,12/12/2016,1,פעיל,23/04/2017,80000127,"5,395.29","1,680.25",מקרר תעשייתי,700X770X2050 מקרר דלת זכוכית,5104,מדעי החיים,4295750,600WB20151124030,,,,לא,לא,5,קמפוס מרקוס,39,"בנין המכון למחקר ישומי במדעי החיים ע""ש דה 39-פיצ'וטו",3,304,
148336,25/05/2017,1,פעיל,05/12/2017,80000105,"5,287.93","1,646.82","מקרר ביתי, 500 ליטר","מקרר מקפיא תחתון סמסונג SAMSUNG דגם : RL4323RBASP/ML פלטיניום. נפח 487 ליטר 450/ברוטו ליטר נטו.  מדחס בטכנולוגיית אינוורטר.  טכנולוגיית . מקרר סמסונג הפוך מק""ט 221225 כולל 10 שנות אחריות למנוע . והובלה",6580,מכון לננוטכנולוגיה,4298268,RC4323RBASP/MC,,,,לא,לא,5,קמפוס מרקוס,51,בניין מכון למדע וטכנולוגיה,2,232,
162005,25/01/2021,1,פעיל,25/01/2021,80000109,"5,001.75","1,557.69",מקרר ביתי,למקרר אינטגרלי גראם דגם ksi331591 . . מקרר אינטגרלי גראם דגם ksi331591 ,5553,מחקרים אלקטרואופטיקה,4365451,,,,,,,5,קמפוס מרקוס,51,בניין מכון למדע וטכנולוגיה,2,208,
163078,23/05/2021,1,פעיל,23/05/2021,80000109,"4,989.99","1,554.03",מקרר ביתי,מקרר מקפיא תחתון 617 Siemens KG86NAI31L  ליטר סימנס . כסוף,6260,מכון המים,4365079,,,,,,,7,קמפוס שדה בוקר,SB-11,,"בניין 15, קומה 1",105,
150892,08/01/2018,1,פעיל,08/08/2018,80000127,"4,621.50","1,439.27",מקרר תעשייתי,"מקרר 370 ליטר, דלת אטומה",5104,מדעי החיים,4309744,1.00E+11,,,,לא,לא,8,קרית ברגמן,N12,קרית-N12 ברגמן,בתאום עם לוטן,בתאום עם לוטן,
141421,21/06/2015,1,פעיל,02/03/2016,80000125,"4,590.20","1,429.52","מקרר ביתי, 525 ליטר",מקרר LG749,5104,מדעי החיים,4271928,403MRLM13328,,,,לא,לא,5,קמפוס מרקוס,40,"בנין המחלקה למדעי החיים ע""ש טומן - 40",0,16,
141422,21/06/2015,1,פעיל,02/03/2016,80000106,"4,590.00","1,429.46","מקרר ביתי, 525 ליטר",מקרר LG 749 נפח 587 ליטר . מקרר LG749,5104,מדעי החיים,5044913,403MRSS13326,,,,לא,לא,5,קמפוס מרקוס,40,"בנין המחלקה למדעי החיים ע""ש טומן - 40",2,206,
147399,23/01/2017,1,פעיל,23/01/2017,80000127,"4,504.50","1,402.83",מקרר תעשייתי,מקרר עומד מדגם D372,5950,מחקרים רפואיים,4295589,,,,,,,5,קמפוס מרקוס,M7,"M7 - בנין משרדי רפואה ע""ש אליה",4,401,
154289,20/12/2018,1,פעיל,20/12/2018,80000109,"4,400.00","1,370.29",מקרר ביתי,"מקרר 4 דלתות 552 ליטר נירוסטה beko. דגם .GNE114611X . הזמנת מוצרי חשמל לדירת הנשיאה בנווה גד : מקרר + תנור+ . כיריים + מדיח + הובלה והתקנה ( מצ""ב הזמנה חתומה על . ידי מנכ""ל)",5723,חידוש מבנים,4311086,,,,,,,5,קמפוס מרקוס,71,"המרכז האוניברסיטאי ע""ש איירטון)בנין הסנאט) - 71",1,115,
163641,12/07/2021,1,פעיל,12/07/2021,80000109,"4,300.00","1,339.15",מקרר ביתי,"אנו מבקשים שיספקו את המכשירים אך ורק לאחר תיאום עם פרופ' גונן אשכנזי (052-3142905) . 1. מקרר שארפ 590 ליטר דגם- sj-s3830               .                             רוחב- 80 ס""מ גובה- 185 . ס""מ עומק- 75 ס""מ  המחירים  כוללים מע""מ והובלה.  אחריות . ל- 10 שנים על המנוע ",5106,כימיה,5124377,,,,,,,5,קמפוס מרקוס,29,"בנין מעבדות כימיה ופיסיקה ע""ש קרופ - 29",3,305,
146215,29/09/2016,1,פעיל,10/11/2016,80000109,"4,290.00","1,336.03",מקרר ביתי,מקרר CPRO 649 SHARP. היבריט מקרר   SHARP  SJ-SC70,6260,מכון המים,5058889,210116314,,,,לא,לא,7,קמפוס שדה בוקר,SB-11,,0,6,
154804,10/02/2019,1,פעיל,10/02/2019,80000109,"4,270.00","1,329.80",מקרר ביתי,דגם SHARP -J3355SL  . 558 ליטר כסוף . כולל פיזור בקומות -  יבואן רשמי ראלקו. ,5723,חידוש מבנים,4321607,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
154805,10/02/2019,1,פעיל,10/02/2019,80000109,"4,270.00","1,329.80",מקרר ביתי,דגם SHARP -J3355SL  . 558 ליטר כסוף . כולל פיזור בקומות -  יבואן רשמי ראלקו. ,5723,חידוש מבנים,4321607,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
154806,10/02/2019,1,פעיל,10/02/2019,80000109,"4,270.00","1,329.80",מקרר ביתי,דגם SHARP -J3355SL  . 558 ליטר כסוף . כולל פיזור בקומות -  יבואן רשמי ראלקו. ,5723,חידוש מבנים,4321607,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
154807,10/02/2019,1,פעיל,10/02/2019,80000109,"4,270.00","1,329.80",מקרר ביתי,דגם SHARP -J3355SL  . 558 ליטר כסוף . כולל פיזור בקומות -  יבואן רשמי ראלקו. ,5723,חידוש מבנים,4321607,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
154808,10/02/2019,1,פעיל,10/02/2019,80000109,"4,270.00","1,329.80",מקרר ביתי,דגם SHARP -J3355SL  . 558 ליטר כסוף . כולל פיזור בקומות -  יבואן רשמי ראלקו. ,5723,חידוש מבנים,4321607,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
154809,10/02/2019,1,פעיל,10/02/2019,80000109,"4,270.00","1,329.80",מקרר ביתי,דגם SHARP -J3355SL  . 558 ליטר כסוף . כולל פיזור בקומות -  יבואן רשמי ראלקו. ,5723,חידוש מבנים,4321607,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
154810,10/02/2019,1,פעיל,10/02/2019,80000109,"4,270.00","1,329.80",מקרר ביתי,דגם SHARP -J3355SL  . 558 ליטר כסוף . כולל פיזור בקומות -  יבואן רשמי ראלקו. ,5723,חידוש מבנים,4321607,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
154811,10/02/2019,1,פעיל,10/02/2019,80000109,"4,270.00","1,329.80",מקרר ביתי,דגם SHARP -J3355SL  . 558 ליטר כסוף . כולל פיזור בקומות -  יבואן רשמי ראלקו. ,5723,חידוש מבנים,4321607,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
154812,10/02/2019,1,פעיל,10/02/2019,80000109,"4,270.00","1,329.80",מקרר ביתי,דגם SHARP -J3355SL  . 558 ליטר כסוף . כולל פיזור בקומות -  יבואן רשמי ראלקו. ,5723,חידוש מבנים,4321607,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
154813,10/02/2019,1,פעיל,10/02/2019,80000109,"4,270.00","1,329.80",מקרר ביתי,דגם SHARP -J3355SL  . 558 ליטר כסוף . כולל פיזור בקומות -  יבואן רשמי ראלקו. ,5723,חידוש מבנים,4321607,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
154814,10/02/2019,1,פעיל,10/02/2019,80000109,"4,270.00","1,329.80",מקרר ביתי,דגם SHARP -J3355SL  . 558 ליטר כסוף . כולל פיזור בקומות -  יבואן רשמי ראלקו. ,5723,חידוש מבנים,4321607,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
154815,10/02/2019,1,פעיל,10/02/2019,80000109,"4,270.00","1,329.80",מקרר ביתי,דגם SHARP -J3355SL  . 558 ליטר כסוף . כולל פיזור בקומות -  יבואן רשמי ראלקו. ,5723,חידוש מבנים,4321607,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
154816,10/02/2019,1,פעיל,10/02/2019,80000109,"4,270.00","1,329.80",מקרר ביתי,דגם SHARP -J3355SL  . 558 ליטר כסוף . כולל פיזור בקומות -  יבואן רשמי ראלקו. ,5723,חידוש מבנים,4321607,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
154817,10/02/2019,1,פעיל,10/02/2019,80000109,"4,270.00","1,329.80",מקרר ביתי,דגם SHARP -J3355SL  . 558 ליטר כסוף . כולל פיזור בקומות -  יבואן רשמי ראלקו. ,5723,חידוש מבנים,4321607,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
154818,10/02/2019,1,פעיל,10/02/2019,80000109,"4,270.00","1,329.80",מקרר ביתי,דגם SHARP -J3355SL  . 558 ליטר כסוף . כולל פיזור בקומות -  יבואן רשמי ראלקו. ,5723,חידוש מבנים,4321607,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
154819,10/02/2019,1,פעיל,10/02/2019,80000109,"4,270.00","1,329.80",מקרר ביתי,דגם SHARP -J3355SL  . 558 ליטר כסוף . כולל פיזור בקומות -  יבואן רשמי ראלקו. ,5723,חידוש מבנים,4321607,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
154820,10/02/2019,1,פעיל,10/02/2019,80000109,"4,270.00","1,329.80",מקרר ביתי,דגם SHARP -J3355SL  . 558 ליטר כסוף . כולל פיזור בקומות -  יבואן רשמי ראלקו. ,5723,חידוש מבנים,4321607,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
157547,30/09/2019,1,פעיל,05/11/2019,80000109,"4,100.03","1,276.87",מקרר ביתי,"מקרר ביתי תוצרת  ""שארפ"" דגם 558 ליטר  כסוף J3355 SL. . המקררים יהיו באחריות הספק בלבד וכל פגיעה ו/או נזק שיגרם בעת ההובלה, . האספקה והפיזור יהיה באחריות הספק בלבד. לא יתקבלו מקררים פגומים ו/או עם פגיעות אפילו קלות. . ",5759,אגף בינוי ואחזקה,4332661,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
157548,30/09/2019,1,פעיל,05/11/2019,80000109,"4,100.03","1,276.87",מקרר ביתי,"מקרר ביתי תוצרת  ""שארפ"" דגם 558 ליטר  כסוף J3355 SL. . המקררים יהיו באחריות הספק בלבד וכל פגיעה ו/או נזק שיגרם בעת ההובלה, . האספקה והפיזור יהיה באחריות הספק בלבד. לא יתקבלו מקררים פגומים ו/או עם פגיעות אפילו קלות. . ",5759,אגף בינוי ואחזקה,4332661,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
157549,30/09/2019,1,פעיל,05/11/2019,80000109,"4,100.03","1,276.87",מקרר ביתי,"מקרר ביתי תוצרת  ""שארפ"" דגם 558 ליטר  כסוף J3355 SL. . המקררים יהיו באחריות הספק בלבד וכל פגיעה ו/או נזק שיגרם בעת ההובלה, . האספקה והפיזור יהיה באחריות הספק בלבד. לא יתקבלו מקררים פגומים ו/או עם פגיעות אפילו קלות. . ",5759,אגף בינוי ואחזקה,4332661,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
157558,30/09/2019,1,פעיל,05/11/2019,80000109,"4,100.03","1,276.87",מקרר ביתי,"מקרר ביתי תוצרת ""שארפ"" דגם 558  J3355 SL ליטר כסוף . מהמקררים יהיו באחריות הספק בלבד.  וכל פגיעה ו/או נזק שיגרם בעת ההובלה,.  האספקה והפיזור יהיה באחריות הספק בלבד. . לא יתקבלו מקררים פגומים ולא עם פגיעות אפילו קלות.. ",5759,אגף בינוי ואחזקה,4332662,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
157559,30/09/2019,1,פעיל,05/11/2019,80000109,"4,100.03","1,276.87",מקרר ביתי,"מקרר ביתי תוצרת ""שארפ"" דגם 558  J3355 SL ליטר כסוף . מהמקררים יהיו באחריות הספק בלבד.  וכל פגיעה ו/או נזק שיגרם בעת ההובלה,.  האספקה והפיזור יהיה באחריות הספק בלבד. . לא יתקבלו מקררים פגומים ולא עם פגיעות אפילו קלות.. ",5759,אגף בינוי ואחזקה,4332662,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
157560,30/09/2019,1,פעיל,05/11/2019,80000109,"4,100.03","1,276.87",מקרר ביתי,"מקרר ביתי תוצרת ""שארפ"" דגם 558  J3355 SL ליטר כסוף . מהמקררים יהיו באחריות הספק בלבד.  וכל פגיעה ו/או נזק שיגרם בעת ההובלה,.  האספקה והפיזור יהיה באחריות הספק בלבד. . לא יתקבלו מקררים פגומים ולא עם פגיעות אפילו קלות.. ",5759,אגף בינוי ואחזקה,4332662,,,,,,,2,מעונות ג',C77,) תונועמC ג' (77 ,1,1,
157811,27/11/2019,1,פעיל,27/11/2019,80000109,"4,100.03","1,276.87",מקרר ביתי,"מקרר שארפ 558 ליטר דגם .L3355SL צבע כסוף שרות ואחריות טכנו ראלקו יבואן רשמי . כולל פיזור לחדרים , פירוק דלתות אין מעלית הובלה עדינה, ",5759,אגף בינוי ואחזקה,4342653,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
157812,27/11/2019,1,פעיל,27/11/2019,80000109,"4,100.03","1,276.87",מקרר ביתי,"מקרר שארפ 558 ליטר דגם .L3355SL צבע כסוף שרות ואחריות טכנו ראלקו יבואן רשמי . כולל פיזור לחדרים , פירוק דלתות אין מעלית הובלה עדינה, ",5759,אגף בינוי ואחזקה,4342653,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
157813,27/11/2019,1,פעיל,27/11/2019,80000109,"4,100.03","1,276.87",מקרר ביתי,"מקרר שארפ 558 ליטר דגם .L3355SL צבע כסוף שרות ואחריות טכנו ראלקו יבואן רשמי . כולל פיזור לחדרים , פירוק דלתות אין מעלית הובלה עדינה, ",5759,אגף בינוי ואחזקה,4342653,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
151981,16/04/2018,1,פעיל,16/04/2018,80000109,"4,014.93","1,250.37",מקרר ביתי,מקרר שארפ 545  SJS53550WH C-PRO  . כולל הובלה עד קומה 2. לא כולל פירוק שלתות . ,5106,כימיה,4313682,,,,,,,5,קמפוס מרקוס,29,"בנין מעבדות כימיה ופיסיקה ע""ש קרופ - 29",0,11,
140418,15/03/2015,1,פעיל,12/11/2015,80001053,"4,012.00","1,249.46",מקרר משקאות 400L,מקרר למשקאות 2-7 מעלות . RUGIADA 42,5911,ביוכימיה מדעי הבריאות,5044417,,,,,,,1,מדעי הבריאות סורוקה,SRK3,"בי""ח סרוקה בנין אישפוז ישן",4,463,
149882,28/09/2017,1,פעיל,19/10/2017,80000109,"3,998.98","1,245.40",מקרר ביתי,מקרר שארפ מקפיא עליון 545 חליטר . דגם  SHARP SJS2440 W/SL/BK . דחוף ביותר בגלל שמקרר במעבדה היתקלקל ויש בו חומרים . מקרר שארפ דגם 3550 ,5106,כימיה,4305555,,,,,,,5,קמפוס מרקוס,29,"בנין מעבדות כימיה ופיסיקה ע""ש קרופ - 29",0,111,
152595,24/06/2018,1,פעיל,24/06/2018,80000109,"3,977.98","1,238.86",מקרר ביתי,מקרר שארפ 600 ליטר כסוף דגם SHARP SJS3610SL . 586 ליטר  יבואן רשמי ראלקו . יבואן רשמי ראלקו . מקרר תוצרת שארפ ביתי כסוף . ,5807,מעונות סטודנטים,4312174,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
152596,24/06/2018,1,פעיל,24/06/2018,80000109,"3,977.98","1,238.86",מקרר ביתי,מקרר שארפ 600 ליטר כסוף דגם SHARP SJS3610SL . 586 ליטר  יבואן רשמי ראלקו . יבואן רשמי ראלקו . מקרר תוצרת שארפ ביתי כסוף . ,5807,מעונות סטודנטים,4312174,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
152597,24/06/2018,1,פעיל,24/06/2018,80000109,"3,977.98","1,238.86",מקרר ביתי,מקרר שארפ 600 ליטר כסוף דגם SHARP SJS3610SL . 586 ליטר  יבואן רשמי ראלקו . יבואן רשמי ראלקו . מקרר תוצרת שארפ ביתי כסוף . ,5807,מעונות סטודנטים,4312174,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
152598,24/06/2018,1,פעיל,24/06/2018,80000109,"3,977.98","1,238.86",מקרר ביתי,מקרר שארפ 600 ליטר כסוף דגם SHARP SJS3610SL . 586 ליטר  יבואן רשמי ראלקו . יבואן רשמי ראלקו . מקרר תוצרת שארפ ביתי כסוף . ,5807,מעונות סטודנטים,4312174,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
152599,24/06/2018,1,פעיל,24/06/2018,80000109,"3,977.98","1,238.86",מקרר ביתי,מקרר שארפ 600 ליטר כסוף דגם SHARP SJS3610SL . 586 ליטר  יבואן רשמי ראלקו . יבואן רשמי ראלקו . מקרר תוצרת שארפ ביתי כסוף . ,5807,מעונות סטודנטים,4312174,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
152600,24/06/2018,1,פעיל,24/06/2018,80000109,"3,977.98","1,238.86",מקרר ביתי,מקרר שארפ 600 ליטר כסוף דגם SHARP SJS3610SL . 586 ליטר  יבואן רשמי ראלקו . יבואן רשמי ראלקו . מקרר תוצרת שארפ ביתי כסוף . ,5807,מעונות סטודנטים,4312174,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
152601,24/06/2018,1,פעיל,24/06/2018,80000109,"3,977.98","1,238.86",מקרר ביתי,מקרר שארפ 600 ליטר כסוף דגם SHARP SJS3610SL . 586 ליטר  יבואן רשמי ראלקו . יבואן רשמי ראלקו . מקרר תוצרת שארפ ביתי כסוף . ,5807,מעונות סטודנטים,4312174,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
152602,24/06/2018,1,פעיל,24/06/2018,80000109,"3,977.98","1,238.86",מקרר ביתי,מקרר שארפ 600 ליטר כסוף דגם SHARP SJS3610SL . 586 ליטר  יבואן רשמי ראלקו . יבואן רשמי ראלקו . מקרר תוצרת שארפ ביתי כסוף . ,5807,מעונות סטודנטים,4312174,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
152603,24/06/2018,1,פעיל,24/06/2018,80000109,"3,977.98","1,238.86",מקרר ביתי,מקרר שארפ 600 ליטר כסוף דגם SHARP SJS3610SL . 586 ליטר  יבואן רשמי ראלקו . יבואן רשמי ראלקו . מקרר תוצרת שארפ ביתי כסוף . ,5807,מעונות סטודנטים,4312174,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
152604,24/06/2018,1,פעיל,24/06/2018,80000109,"3,977.98","1,238.86",מקרר ביתי,מקרר שארפ 600 ליטר כסוף דגם SHARP SJS3610SL . 586 ליטר  יבואן רשמי ראלקו . יבואן רשמי ראלקו . מקרר תוצרת שארפ ביתי כסוף . ,5807,מעונות סטודנטים,4312174,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
152605,24/06/2018,1,פעיל,24/06/2018,80000109,"3,977.98","1,238.86",מקרר ביתי,מקרר שארפ 600 ליטר כסוף דגם SHARP SJS3610SL . 586 ליטר  יבואן רשמי ראלקו . יבואן רשמי ראלקו . מקרר תוצרת שארפ ביתי כסוף . ,5807,מעונות סטודנטים,4312174,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
152606,24/06/2018,1,פעיל,24/06/2018,80000109,"3,977.98","1,238.86",מקרר ביתי,מקרר שארפ 600 ליטר כסוף דגם SHARP SJS3610SL . 586 ליטר  יבואן רשמי ראלקו . יבואן רשמי ראלקו . מקרר תוצרת שארפ ביתי כסוף . ,5807,מעונות סטודנטים,4312174,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
152607,24/06/2018,1,פעיל,24/06/2018,80000109,"3,977.98","1,238.86",מקרר ביתי,מקרר שארפ 600 ליטר כסוף דגם SHARP SJS3610SL . 586 ליטר  יבואן רשמי ראלקו . יבואן רשמי ראלקו . מקרר תוצרת שארפ ביתי כסוף . ,5807,מעונות סטודנטים,4312174,,,,,,,2,מעונות ג',C82,(C82) 'מעונות ג,1,1,
