אינוונטר,תאריך קבלה,סטטוס,שם סטטוס,תאריך עדכון אחרון,פריט,"מחיר כניסה בש""ח",מחיר כניסה בדולר,תיאור האינוונטר,הערות לשורה מההזמנה,מחלקה,שם מחלקה,הזמנה,סריאלי,מחיר ידני,קוד סימון,תז שואל,פטור מותנה,מנוהל תמיד,קמפוס,שם קמפוס,בניין,שם בניין,קומה,חדר,הערות לפריט אומנות
126662,26/07/2011,2,לא מנוהל,02/08/2019,80000109,"6,032.00","1,881.47",Industrial Refrigerator,REFRIGERATOR    ,5106,כימיה,5007713,,6032,,,,לא,5,קמפוס מרקוס,62,"בנין מערך המחשוב מעבדות כימיה ופיסיקה ע""ש 62-קרופ",2,201,
115272,28/12/2008,2,לא מנוהל,21/06/2021,80000109,"6,006.00","1,873.36",REFRIGERATOR IARP KIC60,REFRIGERATOR IARP KIC60,5104,מדעי החיים,4162278,78001400547,6006,,,,לא,,,,,,,
85715,15/10/2002,2,לא מנוהל,08/03/2015,80000109,"5,961.02","1,859.33",GETTER .INCUBATOR REFRIGERATED FTC90,GETTER .INCUBATOR REFRIGERATED FTC90,6204,מנהלת קרית שדה בוקר,3650206,2022426,5961.022,,,,לא,,,,,,,
84750,12/08/2002,2,לא מנוהל,08/03/2015,80000109,"5,910.14","1,843.46",PANEL .REFRIGERATOR SAMSUNG 677,PANEL .REFRIGERATOR SAMSUNG 677,6380,מכון לאומי לביוטכנולוגיה,3646966,,5910.14,,,,לא,,,,,,,
88164,27/04/2003,2,לא מנוהל,08/03/2015,80000109,"5,910.14","1,843.46",PANEL .REFRIGERATOR SAMSUNG 677,PANEL .REFRIGERATOR SAMSUNG 677,6380,מכון לאומי לביוטכנולוגיה,4008762,,5910.14,,,,לא,,,,,,,
97855,15/08/2005,2,לא מנוהל,08/03/2015,80000109,"5,899.00","1,839.99",REFRIGERATOR SAMSUNG  ,REFRIGERATOR SAMSUNG  ,5104,מדעי החיים,4065098,,5899,,,,לא,,,,,,,
125164,02/01/2011,2,לא מנוהל,02/01/2019,80000109,"5,858.00","1,827.20",KIRUR BENNY .REFRIGERATOR    ,KIRUR BENNY .REFRIGERATOR    ,6380,מכון לאומי לביוטכנולוגיה,5002658,3510001354,5858,,,,לא,5,קמפוס מרקוס,39,"בנין המכון למחקר ישומי במדעי החיים ע""ש דה 39-פיצ'וטו",-1,-126,
157725,19/11/2019,1,פעיל,03/12/2019,10004797,"5,850.00","1,824.70",Industrial Refrigerator,מקרר מדגם D600 דלת זכוכית,5104,מדעי החיים,5096853,9010790027,,,,לא,לא,5,קמפוס מרקוס,40,"בנין המחלקה למדעי החיים ע""ש טומן - 40",1,106,
163485,24/06/2021,1,פעיל,24/06/2021,10004797,"5,849.77","1,824.63",Industrial Refrigerator,מקרר מעבדתי,5104,מדעי החיים,5125574,,,,,,,5,קמפוס מרקוס,39,"בנין המכון למחקר ישומי במדעי החיים ע""ש דה 39-פיצ'וטו",2,208,
154856,12/02/2019,1,פעיל,12/02/2019,10004797,"5,849.73","1,824.62",Industrial Refrigerator,מקרר מעבדה דלת 1 אטום 75x75x1.87 מידות : גובה נפח . : 600 ליטר 5 מדפים נעילה בקר אלקטרוני לתצוגת טמפ' . טמפ' : 4+/2+ מעלות,5942,פיזיולוגיה וביולוגיה תאית,5086759,,,,,,,5,קמפוס מרקוס,41,"בניין המכון הלאומי לביוטכנולוגיה בנגב, ע""ש אדגר דה-פיצ'וטו - 41",2,205,
159728,06/07/2020,1,פעיל,28/07/2020,10004797,"5,849.73","1,824.62",Industrial Refrigerator,מקרר מעבדה דלת 1 אטום דגם ap-600 po med ,5508,הנדסה כימית,5110847,20800140-5000008,,,,לא,לא,5,קמפוס מרקוס,63,"בנין המחלקה להנדסת גרעין ע""ש שרמן - 63",2,228,
159730,06/07/2020,1,פעיל,06/07/2020,10004797,"5,849.73","1,824.62",Industrial Refrigerator,ap-600 po med : 1 דגם מקרר מעבדה דלת 1 600אטום ליטר,5104,מדעי החיים,5111590,,,,,,,5,קמפוס מרקוס,40,"בנין המחלקה למדעי החיים ע""ש טומן - 40",1,114,
162377,24/02/2021,1,פעיל,19/09/2021,10004797,"5,849.73","1,824.62",Industrial Refrigerator,מקרר מעבדה דלת 1 אטום ap-600 po med : 1 ד,5564,מחקרים ביו רפואה,5121021,,,,,לא,לא,5,קמפוס מרקוס,63,"בנין המחלקה להנדסת גרעין ע""ש שרמן - 63",0,1,
164102,17/08/2021,1,פעיל,17/08/2021,10004797,"5,849.72","1,824.62",Industrial Refrigerator,מקרר מעבדה דלת 1 אטום דגם ap-600 po med,5154,מחקרים מדעי החיים,4377762,,,,,,,5,קמפוס מרקוס,39,"בנין המכון למחקר ישומי במדעי החיים ע""ש דה 39-פיצ'וטו",0,9,
164103,17/08/2021,1,פעיל,17/08/2021,10004797,"5,849.72","1,824.62",Industrial Refrigerator,מקרר מעבדה דלת 1 אטום דגם ap-600 po med,5154,מחקרים מדעי החיים,4377762,,,,,,,5,קמפוס מרקוס,39,"בנין המכון למחקר ישומי במדעי החיים ע""ש דה 39-פיצ'וטו",0,9,
154429,07/01/2019,1,פעיל,16/01/2019,10004797,"5,849.45","1,824.53",Industrial Refrigerator,מקרר מעבדה דלת אטומה דגם po med  ap-600 נפח 600 ליטר,5104,מדעי החיים,4326378,18800140 5000026,,,,לא,לא,5,קמפוס מרקוס,38,"בנין מעבדות הוראה במדעי החיים ע""ש אושרי - 38",2,205,
156381,11/06/2019,1,פעיל,30/06/2019,10004797,"5,849.45","1,824.53",Industrial Refrigerator,מקרר מעבדה דלת 1 אטום דגם : ap-600 po med נפח 600 . ליטר,5910,מיקרוביולוגיה - מדעי הבריאות,4334721,90800140,,,,לא,לא,5,קמפוס מרקוס,M6,"M6 - בנין מעבדות מחקר רפואה ע""ש דייכמן - פלאם",1,126,
157128,22/09/2019,1,פעיל,22/09/2019,10004797,"5,849.45","1,824.53",Industrial Refrigerator,מקרר ap600 pro med,5520,הנדסת בנין,5097750,,,,,,,5,קמפוס מרקוס,58,"בנין מתמטיקה וגיאולוגיה ע""ש דייכמן-גרוסמן - 58",1,133,
90183,22/09/2003,2,לא מנוהל,08/03/2015,80000109,"5,841.45","1,822.04",GETTER .INCUBATOR REFRIGERATED FTC90,GETTER .INCUBATOR REFRIGERATED FTC90,5104,מדעי החיים,4022445,2031693,5841.448,,,,לא,,,,,,,
159959,27/07/2020,1,פעיל,27/07/2020,10004797,"5,791.50","1,806.46",Industrial Refrigerator,KLIMASAN 1100X690X2000 מקרר 2 דלתות ויטרינה הזזה S900SLIDING,5106,כימיה,5112610,,,,,,,5,קמפוס מרקוס,62,"בנין מערך המחשוב מעבדות כימיה ופיסיקה ע""ש 62-קרופ",2,201,
162662,07/04/2021,1,פעיל,07/04/2021,10004797,"5,791.50","1,806.46",Industrial Refrigerator,מקרר דלת זכוכית UGUR 78X71X208  בקר  דיגיטלי DIXELL,6003,אימונולוגיה,5124872,,,,,,,5,קמפוס מרקוס,41,"בניין המכון הלאומי לביוטכנולוגיה בנגב, ע""ש אדגר דה-פיצ'וטו - 41",1,105,
156329,30/05/2019,1,פעיל,18/06/2019,10004797,"5,686.20","1,773.61",Refrigerator,מקרר תעשייתי 382 ליטר,6912,המכון לחקר המדבר)שדה בוקר),4326355,A07396181018051,,,,לא,לא,7,קמפוס שדה בוקר,SB-25,,0,18,
134842,01/10/2013,2,לא מנוהל,02/10/2021,80000109,"5,664.00","1,766.69",REFRIGERATOR INDUSTRIAL AB500,REFRIGERATOR INDUSTRIAL AB500,5901,דיקן הפקולטה למדעי הבריאות,5029576,351061439,5664,,,,לא,,,,,,228,
135020,08/10/2013,1,פעיל,12/11/2015,80000109,"5,664.00","1,766.69",REFRIGERATOR INDUSTRIAL AB500,REFRIGERATOR INDUSTRIAL AB500,5901,דיקן הפקולטה למדעי הבריאות,5029641,,5664,,,,לא,,,,,,126,
135220,16/10/2013,1,פעיל,12/11/2015,80000109,"5,664.00","1,766.69",REFRIGERATOR INDUSTRIAL AB500,REFRIGERATOR INDUSTRIAL AB500,5104,מדעי החיים,4250327,12CB21517,5664,,,,לא,,,,,,202,
135327,22/10/2013,1,פעיל,12/11/2015,80000109,"5,664.00","1,766.69",REFRIGERATOR INDUSTRIAL AB500,REFRIGERATOR INDUSTRIAL AB500,5901,דיקן הפקולטה למדעי הבריאות,5029007,,5664,,,,לא,,,,,,134,
105145,08/02/2007,2,לא מנוהל,08/03/2015,80000109,"5,652.00","1,762.94",PANEL .REFRIGERATOR SAMSUNG  ,PANEL .REFRIGERATOR SAMSUNG  ,5104,מדעי החיים,4115826,,5652,,,,לא,,,,,,,
110258,24/01/2008,2,לא מנוהל,02/02/2016,80000109,"5,600.00","1,746.73",REFRIGERATOR MONDIAL                ,REFRIGERATOR MONDIAL                ,5901,דיקן הפקולטה למדעי הבריאות,4141435,68001400368,5600,,,,לא,,,,,,,
131531,31/10/2012,2,לא מנוהל,02/11/2020,80000109,"5,600.00","1,746.73",KIRUR BENNY .REFRIGERATOR INDUSTRIAL AB500,KIRUR BENNY .REFRIGERATOR INDUSTRIAL AB500,5106,כימיה,5020536,351000420,5600,,,,לא,5,קמפוס מרקוס,62,"בנין מערך המחשוב מעבדות כימיה ופיסיקה ע""ש 62-קרופ",2,201,
126574,12/07/2011,2,לא מנוהל,02/08/2019,80000109,"5,568.00","1,736.74",Industrial Refrigerator,REFRIGERATOR    ,5106,כימיה,5008235,,5568,,,,לא,,,,,,118,
126149,02/05/2011,5,נגרע,03/09/2017,80000109,"5,568.00","1,736.74",REFRIGERATOR    ,REFRIGERATOR    ,5104,מדעי החיים,5006360,11CB26438,5568,109,,,לא,5,קמפוס מרקוס,39,"בנין המכון למחקר ישומי במדעי החיים ע""ש דה 39-פיצ'וטו",3,304,
155056,06/03/2019,1,פעיל,06/03/2019,10004428,"5,446.24","1,698.77",SL16R Refrigerated Centrifuge,,5910,מיקרוביולוגיה - מדעי הבריאות,5087518,,,,,,,5,קמפוס מרקוס,M6,"M6 - בנין מעבדות מחקר רפואה ע""ש דייכמן - פלאם",1,134,
129042,14/02/2012,2,לא מנוהל,02/03/2020,80000109,"5,394.00","1,682.47",REFRIGERATOR SAMSUNG 677,REFRIGERATOR SAMSUNG 677,6204,מנהלת קרית שדה בוקר,4226978,,5394,,,,לא,,,,,,2,
124850,06/12/2010,2,לא מנוהל,02/01/2019,80000109,"5,300.00","1,653.15",REFRIGERATOR    ,REFRIGERATOR    ,6912,המכון לחקר המדבר)שדה בוקר),4210813,014MD14740,5300,,,,לא,,,,,,,
126395,13/06/2011,2,לא מנוהל,02/07/2019,80000109,"5,300.00","1,653.15",REFRIGERATOR    ,REFRIGERATOR    ,5104,מדעי החיים,5004300,048MD59541,5300,,,,לא,5,קמפוס מרקוס,40,"בנין המחלקה למדעי החיים ע""ש טומן - 40",1,106,
77680,21/01/2001,2,לא מנוהל,08/03/2015,80000109,"5,295.64","1,651.79",SENSOR .REFRIGERATOR GENERAL ELECTRIC J21,SENSOR .REFRIGERATOR GENERAL ELECTRIC J21,5104,מדעי החיים,3612771,,5295.642,,,,לא,,,,,,,
74708,13/04/2000,2,לא מנוהל,08/03/2015,80000109,"5,225.19","1,629.82",YARDEN .INCUBATOR REFRIGERATED 225L,YARDEN .INCUBATOR REFRIGERATED 225L,5901,דיקן הפקולטה למדעי הבריאות,3600685,F40179B09672,5225.19,,,,לא,,,,,,,
129067,15/02/2012,2,לא מנוהל,02/03/2020,80000109,"5,149.00","1,606.05",REFRIGERATOR SAMSUNG 677,REFRIGERATOR SAMSUNG 677,5104,מדעי החיים,4227026,,5149,,,,לא,,,,,,316,
117381,03/06/2009,2,לא מנוהל,02/07/2017,80000109,"5,082.00","1,585.15",REFRIGERATOR LG   ,REFRIGERATOR LG   ,5901,דיקן הפקולטה למדעי הבריאות,4175574,,5082,,,,לא,,,,,,,
99762,27/12/2005,2,לא מנוהל,08/03/2015,80000109,"5,002.00","1,560.20",REFRIGERATOR    ,REFRIGERATOR    ,6380,מכון לאומי לביוטכנולוגיה,4081821,,5002,,,,לא,,,,,,,
107285,16/08/2007,2,לא מנוהל,02/10/2015,80000109,"5,000.00","1,559.58",REFRIGERATOR    ,REFRIGERATOR    ,6260,מכון המים,4125018,MC00385205,5000,,,,לא,,,,,,,
136742,12/02/2014,1,פעיל,22/06/2020,80000109,"4,934.00","1,538.99",REFRIGERATOR ELECTRA EL9465,REFRIGERATOR ELECTRA EL9465,5000,אגף טכנולוגיות חדשנות ודיגיטל,4252460,,4934,,,,לא,,,,,,0,
129633,18/04/2012,2,לא מנוהל,02/05/2020,80000109,"4,800.00","1,497.19",REFRIGERATOR SAMSUNG  ,REFRIGERATOR SAMSUNG  ,5513,ביוטכנולוגיה,4226160,,4800,,,,לא,,,,,,4,
129634,18/04/2012,2,לא מנוהל,02/05/2020,80000109,"4,800.00","1,497.19",REFRIGERATOR SAMSUNG  ,REFRIGERATOR SAMSUNG  ,5513,ביוטכנולוגיה,4226160,,4800,,,,לא,,,,,,4,
120015,24/11/2009,5,נגרע,24/07/2018,80000109,"4,765.00","1,486.28",REFRIGERATOR SHARP   ,REFRIGERATOR SHARP   ,5304,מרכז מונסטר,4188190,910912759,4765,114,,,לא,,,,,,,
120016,24/11/2009,5,נגרע,07/11/2017,80000109,"4,765.00","1,486.28",REFRIGERATOR SHARP   ,REFRIGERATOR SHARP   ,5304,מרכז מונסטר,4188190,910912768,4765,110,,,לא,,,,,,,
118321,20/08/2009,2,לא מנוהל,02/09/2017,80000109,"4,640.00","1,447.29",REFRIGERATOR    ,REFRIGERATOR    ,5901,דיקן הפקולטה למדעי הבריאות,4181161,,4640,,,,לא,,,,,,,
155080,10/03/2019,1,פעיל,19/03/2019,10004797,"4,638.89","1,446.94",Refrigerator,"פרד  1,098.00 ,INFRICO תוצרת LEF15S 8 דגם C+/2+ מקרר מעבדתי. בנפח 150 ליטר.. ומסך מגע. ,Digital  פיקוד פשוט מסדרת. 460 מ"" מ . x400 3 מדפי פלדה מצופה פלסטיק לבן במידות .  דלת: ברזל מגולוון מצופה פלסטיק.. . 2 מקררים +פריזר",5910,מיקרוביולוגיה - מדעי הבריאות,5088579,NL7CLX,,,,לא,לא,5,קמפוס מרקוס,M6,"M6 - בנין מעבדות מחקר רפואה ע""ש דייכמן - פלאם",1,134,
114733,25/11/2008,2,לא מנוהל,02/12/2016,80000109,"4,620.00","1,441.05",REFRIGERATOR    ,REFRIGERATOR    ,6204,מנהלת קרית שדה בוקר,4164122,,4620,,,,לא,,,,,,,
109333,25/11/2007,2,לא מנוהל,02/12/2015,80000109,"4,562.00","1,422.96",REFRIGERATOR    ,REFRIGERATOR    ,5901,דיקן הפקולטה למדעי הבריאות,4132590,m2110098050007225000,4562,,,,לא,,,,,,,
159960,27/07/2020,1,פעיל,27/07/2020,10004797,"4,504.50","1,405.02",Refrigerator,מקרר דלת זכוכית אוויר מאולץ LGS600W דיגיטלי 0 + תחתית ,5106,כימיה,5112954,,,,,,,5,קמפוס מרקוס,62,"בנין מערך המחשוב מעבדות כימיה ופיסיקה ע""ש 62-קרופ",2,201,
126575,12/07/2011,2,לא מנוהל,02/08/2019,80000109,"4,500.00","1,403.62",REFRIGERATOR SAMSUNG  ,REFRIGERATOR SAMSUNG  ,5508,הנדסה כימית,5007969,B71342BB500031P,4500,,,,לא,,,,,,311,
120347,20/12/2009,2,לא מנוהל,02/01/2018,80000109,"4,427.00","1,380.85",REFRIGERATOR    ,REFRIGERATOR    ,5901,דיקן הפקולטה למדעי הבריאות,4190568,,4427,,,,לא,,,,,,,
120719,21/01/2010,2,לא מנוהל,02/02/2018,80000109,"4,427.00","1,380.85",REFRIGERATOR    ,REFRIGERATOR    ,5901,דיקן הפקולטה למדעי הבריאות,4193584,,4427,,,,לא,,,,,,,
99225,22/11/2005,2,לא מנוהל,08/03/2015,80000109,"4,419.00","1,378.35",REFRIGERATOR ELECTRA ,REFRIGERATOR ELECTRA ,5901,דיקן הפקולטה למדעי הבריאות,4072505,,4419,,,,לא,,,,,,,
122052,11/05/2010,2,לא מנוהל,02/06/2018,80000109,"4,408.00","1,374.92",REFRIGERATOR    ,REFRIGERATOR    ,5901,דיקן הפקולטה למדעי הבריאות,4200772,938MC80364,4408,,,,לא,,,,,,,
124853,06/12/2010,2,לא מנוהל,02/01/2019,80000109,"4,408.00","1,374.92",REFRIGERATOR    ,REFRIGERATOR    ,5901,דיקן הפקולטה למדעי הבריאות,5000985,4260000918,4408,,,,לא,,,,,,220,
134555,28/08/2013,2,לא מנוהל,02/09/2021,80000109,"4,390.00","1,369.31",REFRIGERATOR LG 718,REFRIGERATOR LG 718,5513,ביוטכנולוגיה,5028213,104KRZHC9877,4390,,,,לא,,,,,,10,
105277,15/02/2007,2,לא מנוהל,08/03/2015,80000109,"4,389.00","1,369.00",BERGAMO .REFRIGERATOR    ,BERGAMO .REFRIGERATOR    ,6204,מנהלת קרית שדה בוקר,4114771,3721,4389,,,,לא,,,,,,,
128883,30/01/2012,2,לא מנוהל,02/02/2020,80000109,"4,356.00","1,358.70",REFRIGERATOR AMKOR TOP560,REFRIGERATOR AMKOR TOP560,5104,מדעי החיים,5014118,MC15191105,4356,,,,לא,,,,,,110,
107249,14/08/2007,2,לא מנוהל,02/10/2015,80000109,"4,303.00","1,342.17",REFRIGERATOR SAMSUNG  ,REFRIGERATOR SAMSUNG  ,5104,מדעי החיים,4130183,,4303,,,,לא,,,,,,,
130992,04/09/2012,2,לא מנוהל,02/10/2020,80000109,"4,250.00","1,325.64",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,6260,מכון המים,4234007,C15895204,4250,,,,לא,,,,,,6,
134614,02/09/2013,2,לא מנוהל,02/09/2021,80000109,"4,250.00","1,325.64",REFRIGERATOR WHIRLPOOL WSR-18X ,REFRIGERATOR WHIRLPOOL WSR-18X ,5901,דיקן הפקולטה למדעי הבריאות,4249108,,4250,,,,לא,,,,,,138,
149131,14/08/2017,1,פעיל,14/08/2017,80000662,"4,213.17","1,314.15",(Mondial Elite Refrigerator (775 wide,מקרר מעבדתי מבוקר,6426,מכון לסביבה,5071209,161136608,,,,,,7,קמפוס שדה בוקר,SB-26,,1,103,
131855,03/12/2012,2,לא מנוהל,02/01/2021,80000109,"4,190.00","1,306.93",REFRIGERATOR AMKOR TOP560,REFRIGERATOR AMKOR TOP560,6380,מכון לאומי לביוטכנולוגיה,4238644,,4190,,,,לא,,,,,,210,
135221,16/10/2013,1,פעיל,12/11/2015,80000109,"4,189.00","1,306.61",REFRIGERATOR RUGIDA 42,REFRIGERATOR RUGIDA 42,6204,מנהלת קרית שדה בוקר,5030132,13AB02912,4189,,,,לא,,,,,,142,
97805,09/08/2005,2,לא מנוהל,08/03/2015,80000109,"4,159.00","1,297.26",REFRIGERATED UNIT ,REFRIGERATED UNIT ,5507,הנדסת מכונות,4069624,5R10219,4159,,,,לא,,,55,"בנין המחלקה להנדסת מכונות ע""ש סורף - 55",,,
127787,26/10/2011,5,נגרע,14/04/2021,80000109,"4,118.00","1,284.47",REFRIGERATOR RUGIDA   ,REFRIGERATOR RUGIDA   ,6204,מנהלת קרית שדה בוקר,5012190,,4118,131,,,לא,,,,,,49,
163483,24/06/2021,1,פעיל,24/06/2021,10004797,"4,094.54","1,277.15",Refrigerator,מקרר - מיני מעבדתי דלת אטומה,5104,מדעי החיים,5125721,,,,,,,5,קמפוס מרקוס,39,"בנין המכון למחקר ישומי במדעי החיים ע""ש דה 39-פיצ'וטו",2,208,
107022,19/07/2007,2,לא מנוהל,02/10/2015,80000109,"4,008.00","1,250.16",REFRIGERATOR SAMSUNG  ,REFRIGERATOR SAMSUNG  ,5104,מדעי החיים,4130183,5001035,4008,,,,לא,,,,,,,
154161,10/12/2018,1,פעיל,10/12/2018,10004797,"4,001.40","1,248.10",Refrigerator,"מקרר עם דלת זכוכית, 400 ליטר EKO 42 CLC",6912,המכון לחקר המדבר)שדה בוקר),5084986,,,,,,,7,קמפוס שדה בוקר,SB-25,,0,57,
120974,11/02/2010,2,לא מנוהל,02/03/2018,80000109,"4,000.00","1,247.66",REFRIGERATOR    ,REFRIGERATOR    ,5506,הנדסת חשמל,4195126,,4000,,,,לא,,,,,,,
157341,30/09/2019,1,פעיל,07/10/2019,10004797,"3,978.00","1,240.80",Refrigerator,"מקרר מעבדה דלת 1 זכוכית, נפח 400 ליטר דגם ARV-400 . PV MED",6912,המכון לחקר המדבר)שדה בוקר),5099311,,,,,,,7,קמפוס שדה בוקר,SB-25,,1,148,
159467,16/06/2020,1,פעיל,12/07/2020,10004797,"3,978.00","1,240.80",Refrigerator,מקרר למשקאות בנפח 400 ליטר,5104,מדעי החיים,4356700,3130000506,,,,לא,לא,5,קמפוס מרקוס,39,"בנין המכון למחקר ישומי במדעי החיים ע""ש דה 39-פיצ'וטו",3,304,
153508,30/09/2018,1,פעיל,01/11/2018,10004797,"3,977.47","1,240.63",Industrial Refrigerator,מקרר דגם Kbc-390s,5910,מיקרוביולוגיה - מדעי הבריאות,4322573,EN60335289,,,,לא,לא,5,קמפוס מרקוס,M6,"M6 - בנין מעבדות מחקר רפואה ע""ש דייכמן - פלאם",2,264,
154002,02/12/2018,1,פעיל,02/12/2018,10004797,"3,977.47","1,240.63",Industrial Refrigerator,מקרר דלת זכוכית נפח 400  ליטר 5 מדפים  מידות 62 195 . 60 ,5919,בית חיות,4324147,,,,,,,5,קמפוס מרקוס,M9,M9 - בניין M9,קרקע,2,
148424,11/06/2017,1,פעיל,11/06/2017,10004581,"3,976.48","1,240.32",Refrigerated & Heating Circulator,9011000 .JJU 9012000 Julabo CORIO CD immersion Circulator Cat# ,6932,המכון למחקר שימושי,5068267,10325187,,,,,,8,קרית ברגמן,N2,בנין 2-קרית ברגמן,0,2008,
131983,13/12/2012,2,לא מנוהל,02/01/2021,80000109,"3,940.00","1,228.95",REFRIGERATOR BEKO 571L,REFRIGERATOR BEKO 571L,6160,קמפוס אילת,4235092,,3940,,,,לא,,,,,,1,
131573,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
131574,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
131575,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
131576,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
131577,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
131578,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
131579,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
131580,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
131581,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
131582,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
131583,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
131584,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
131585,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
131586,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
131587,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
131588,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
131589,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
131590,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
131591,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
131592,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
131593,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
131594,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
131595,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
131596,05/11/2012,2,לא מנוהל,02/12/2020,80000109,"3,907.00","1,218.65",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,5807,מעונות סטודנטים,4234272,,3907,,,,לא,,,,,,247,
132689,25/02/2013,2,לא מנוהל,02/03/2021,80000109,"3,906.00","1,218.34",REFRIGERATOR AMKOR  ,REFRIGERATOR AMKOR  ,6260,מכון המים,4234923,MC1490480E,3906,,,,לא,,,,,,107,
