אינוונטר,תאריך קבלה,סטטוס,שם סטטוס,תאריך עדכון אחרון,פריט,"מחיר כניסה בש""ח",מחיר כניסה בדולר,תיאור האינוונטר,הערות לשורה מההזמנה,מחלקה,שם מחלקה,הזמנה,סריאלי,מחיר ידני,קוד סימון,תז שואל,פטור מותנה,מנוהל תמיד,קמפוס,שם קמפוס,בניין,שם בניין,קומה,חדר,הערות לפריט אומנות
151186,05/02/2018,1,פעיל,23/05/2018,10004428,"36,218.39","11,297.06",SL16R Refrigerated Centrifuge,"tubes Adapters f/15ml Falcon tube, 4pcstotal 36 tubes  .Buckets Adapters f/50ml Falcon tube, 4pcs, total 16  .Include Swing Bucket Rotor 4x250ml and 4x250ml Rectancular  .EPD 5811000320 Refrigerated Centrifuge 5810R w/Rotor&Adapter ",5104,מדעי החיים,5073518,5811GN782404,,,,לא,לא,5,קמפוס מרקוס,40,"בנין המחלקה למדעי החיים ע""ש טומן - 40",1,106,
127216,22/09/2011,1,פעיל,12/11/2015,80000109,"35,580.00","11,097.94",LABOTAL LTD .REFRIGERATOR    ,LABOTAL LTD .REFRIGERATOR    ,5508,הנדסה כימית,5008530,110744356,35580,,,,לא,,,,,,311,
153221,12/09/2018,1,פעיל,12/09/2018,10004428,"35,168.91","10,969.72",SL16R Refrigerated Centrifuge,REFRIGERATED CENTRIFUGE 5810R #5811000320,5910,מיקרוביולוגיה - מדעי הבריאות,4319131,,,,,,,5,קמפוס מרקוס,M6,"M6 - בנין מעבדות מחקר רפואה ע""ש דייכמן - פלאם",4,428,
53917,15/10/1991,1,פעיל,25/02/2015,10004496,"34,947.72","10,900.72",ILPEN-SIGMA .CENTRIFUGE HIGH SPEED+REFRIG.,ILPEN-SIGMA .CENTRIFUGE HIGH SPEED+REFRIG.,5104,מדעי החיים,2520,,34947.71508,,,כן,לא,,,,,,,
155116,13/03/2019,1,פעיל,15/04/2019,10004475,"34,748.16","10,838.48",Universal Refrigarated Table Top Centrifuge,צנטריפוגה אוניברסלית מקוררת דגם Z-326K V05 311.00#,5910,מיקרוביולוגיה - מדעי הבריאות,4328115,66A1900012,,,,לא,לא,5,קמפוס מרקוס,M6,"M6 - בנין מעבדות מחקר רפואה ע""ש דייכמן - פלאם",5,544,
140617,01/04/2015,1,פעיל,12/11/2015,10000014,"34,112.69","10,640.27","Bench Top Refrigerated Centrifuge, 5810R",,6003,אימונולוגיה,4268580,58110063717,,,,לא,לא,5,קמפוס מרקוס,M6,"M6 - בנין מעבדות מחקר רפואה ע""ש דייכמן - פלאם",2,231,
159459,16/06/2020,1,פעיל,13/07/2020,10004428,"33,548.20","10,464.19",SL16R Refrigerated Centrifuge,Refrigerated Centrifuge 5810R w/Rotor&Adapter,5508,הנדסה כימית,5108844,58MID089360,,,,לא,לא,5,קמפוס מרקוס,63,"בנין המחלקה להנדסת גרעין ע""ש שרמן - 63",2,228,
126739,02/08/2011,1,פעיל,12/11/2015,80000109,"33,272.00","10,378.04",REFRIGERATOR CIRCULATOR  ,REFRIGERATOR    ,5106,כימיה,5009262,,33272,,,,לא,5,קמפוס מרקוס,62,"בנין מערך המחשוב מעבדות כימיה ופיסיקה ע""ש 62-קרופ",1,107,
66740,09/11/1997,1,פעיל,07/01/2015,80000109,"31,656.43","9,874.12",FELDMAN .REFRIGERATOR INDUSTRIAL BC-0.64,FELDMAN .REFRIGERATOR INDUSTRIAL BC-0.64,5511,הנדסת חומרים,96036568,,31656.432,,,,לא,,,,,,,
58233,19/01/1994,1,פעיל,25/02/2015,80000109,"28,405.93","8,860.24",CARMIRA .REFRIGERATED CIRCULATOR FP50-MH,CARMIRA .REFRIGERATED CIRCULATOR FP50-MH,5502,הנדסה גרעינית,9201139,473,28405.92564,,,כן,,,,,,,,
89333,22/07/2003,1,פעיל,07/01/2015,80000109,"28,172.97","8,787.58",KIRUR FELDMAN .REFRIGERATED UNIT INDUSTRIAL,KIRUR FELDMAN .REFRIGERATED UNIT INDUSTRIAL,6932,המכון למחקר שימושי,4014156,,28172.972,,,,לא,,,,,,,
127655,09/10/2011,1,פעיל,12/11/2015,80000109,"27,581.00","8,602.93",REFRIGERATOR HAIER  ,REFRIGERATOR HAIER  ,5901,דיקן הפקולטה למדעי הבריאות,5008086,,27581,,,,לא,,,,,,415,
127656,09/10/2011,1,פעיל,12/11/2015,80000109,"27,581.00","8,602.93",REFRIGERATOR HAIER  ,REFRIGERATOR HAIER  ,5901,דיקן הפקולטה למדעי הבריאות,5008086,,27581,,,,לא,,,,,,415,
135495,29/10/2013,1,פעיל,12/11/2015,80000109,"23,187.00","7,232.38",REFRIGERATOR INDUSTRIAL 100x75x200,REFRIGERATOR INDUSTRIAL 100x75x200,5901,דיקן הפקולטה למדעי הבריאות,4248730,,23187,,,,לא,,,,,,427,
141105,18/05/2015,1,פעיל,12/11/2015,10003877,"22,843.93","7,125.37",(Microcentrifuge 5424R (Refrigerated,Centrifuge 5424R Refrig. w/Rotor,6912,המכון לחקר המדבר)שדה בוקר),5045804,5404EG417406,,,,לא,לא,7,קמפוס שדה בוקר,SB-25,,1,57,
73409,12/12/1999,1,פעיל,07/01/2015,80000109,"21,918.40","6,836.68",AM-PORT AGENCIES .REFRIGERATED CIRCULATOR 2202,AM-PORT AGENCIES .REFRIGERATED CIRCULATOR 2202,5709,אחזקה,3661159,,21918.4,,,,כן,,,,,,,
120716,21/01/2010,1,פעיל,07/01/2015,80000109,"21,902.00","6,831.57",REFRIGERATOR INDUSTRIAL,REFRIGERATOR    ,5104,מדעי החיים,4190230,,21902,,,,לא,,,,,,,
153091,20/08/2018,1,פעיל,24/10/2018,10004428,"21,891.82","6,828.39",SL16R Refrigerated Centrifuge,SL16R Refrigerated Centrifuge,5104,מדעי החיים,5079845,42229354,,,,לא,לא,5,קמפוס מרקוס,39,"בנין המכון למחקר ישומי במדעי החיים ע""ש דה 39-פיצ'וטו",2,219,
115142,18/12/2008,1,פעיל,07/01/2015,80000109,"21,714.00","6,772.93",REFRIGERATOR INDUSTRIAL,REFRIGERATOR    ,5104,מדעי החיים,4165453,,21714,,,,לא,,,,,,,
156345,03/06/2019,1,פעיל,30/01/2020,10004475,"21,541.78","6,719.21",Universal Refrigarated Table Top Centrifuge, CFC Free.  Dimensions: 40x36x70 cm (WxHxD). . Pre-cooling program option.  Standstill cooling.  .1C increments.  Indication of the sample temperature.  ..  model Z-326K.  Temperature range: - 20C to 40C  .311.00 V05 Hermle Universal Refrigerated Centrifuge ,5106,כימיה,5092090,,,,,לא,כן,5,קמפוס מרקוס,62,"בנין מערך המחשוב מעבדות כימיה ופיסיקה ע""ש 62-קרופ",1,107,
82690,13/03/2002,1,פעיל,25/02/2015,80000109,"21,210.60","6,615.91",MEDENT .REFRIGERATED CIRCULATOR P1-C50P,MEDENT .REFRIGERATED CIRCULATOR P1-C50P,5106,כימיה,3665182,1.20E+11,21210.6,,,כן,,,,,,,,
106501,03/06/2007,1,פעיל,25/02/2015,80000109,"20,440.19","6,375.61",MEDENT .REFRIGERATED CIRCULATOR P1-C25P,MEDENT .REFRIGERATED CIRCULATOR P1-C25P,6260,מכון המים,3902844,440-0251,20440.192,,,כן,כן,,,,,,,
139101,17/11/2014,1,פעיל,12/11/2015,80000109,"19,800.00","6,175.92",REFRIGERATOR INDUSTRIAL LUXOR   ,REFRIGERATOR LUXOR   ,5313,גאוגרפיה,4263251,,19800,,,,לא,,,,,,222,
158387,30/01/2020,1,פעיל,12/09/2021,10000013,"19,673.89","6,136.59","Bench Top Refrigerated Centrifuge, 5702 R","of 2 adapters, rotary knobs, 230 V/5060 Hz.   .incl. adapters for 15/50 mL conical tubes, 2 sets  .Centrifuge 5702 R, refrigerated, with Rotor A-4-38 ",5910,מיקרוביולוגיה - מדעי הבריאות,5098449,5703HJ718197,,,,לא,לא,5,קמפוס מרקוס,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",3,315,
86655,05/12/2002,1,פעיל,07/01/2015,80000109,"19,198.17","5,988.20",BIO-NES .REFRIGERATED CIRCULATOR M-150,BIO-NES .REFRIGERATED CIRCULATOR M-150,5901,דיקן הפקולטה למדעי הבריאות,3890006,103008050,19198.17,,,,כן,,,,,,,
162244,09/02/2021,1,פעיל,23/02/2021,10004428,"19,197.23","5,987.91",SL16R Refrigerated Centrifuge,,5910,מיקרוביולוגיה - מדעי הבריאות,5112874,42644713,,,,לא,לא,5,קמפוס מרקוס,39,"בנין המכון למחקר ישומי במדעי החיים ע""ש דה 39-פיצ'וטו",3,318,
155945,01/05/2019,1,פעיל,01/05/2019,10003877,"18,906.99","5,897.38",(Microcentrifuge 5424R (Refrigerated,5424R W/ROTOR,5942,פיזיולוגיה וביולוגיה תאית,4328945,,,,,,,5,קמפוס מרקוס,41,"בניין המכון הלאומי לביוטכנולוגיה בנגב, ע""ש אדגר דה-פיצ'וטו - 41",2,229,
153944,26/11/2018,1,פעיל,26/11/2018,10003601,"18,744.52","5,846.70",Microcentrifuge 5418 R (Refrigeated,יח' 1.00 tubes 18x1.5/2ml Rotor for Aerosol-Tight . w/Rotor Include Refrig. Centrifuge 5418R,5508,הנדסה כימית,4323650,,,,,,,5,קמפוס מרקוס,59,"בנין הנדסת חומרים והנדסת כימיה ע""ש  פוסטר - 59",3,341,
132428,24/01/2013,1,פעיל,12/11/2015,80000109,"18,500.00","5,770.43",LEVANT TECHNOLOGIES .REFRIGERATOR    ,LEVANT TECHNOLOGIES .REFRIGERATOR    ,5901,דיקן הפקולטה למדעי הבריאות,4235942,LT045652,18500,,,,לא,,,,,,,
132429,24/01/2013,1,פעיל,12/11/2015,80000109,"18,500.00","5,770.43",LEVANT TECHNOLOGIES .REFRIGERATOR    ,LEVANT TECHNOLOGIES .REFRIGERATOR    ,5901,דיקן הפקולטה למדעי הבריאות,4235942,LT043443,18500,,,,לא,,,,,,,
135288,21/10/2013,1,פעיל,12/11/2015,80000109,"18,476.00","5,762.94",MEDENT .REFRIGERATED CIRCULATOR  ,MEDENT .REFRIGERATED CIRCULATOR  ,5507,הנדסת מכונות,4249714,1.20E+14,18476,,,,לא,,,,,,12,
126528,03/07/2011,1,פעיל,12/11/2015,80000109,"17,218.00","5,370.56",REFRIGERATED CIRCULATOR  ,REFRIGERATED CIRCULATOR  ,5107,המחלקה למדעי כדור הארץ והסביבה,5007269,111166037,17218,,,,לא,,,,,,230,
163925,02/08/2021,1,פעיל,02/08/2021,10004797,"16,994.10","5,300.72",Refrigerator  Special,X-COLD 700/1 TN Laboratory Refrigerator,5106,כימיה,5129299,,,,,,,5,קמפוס מרקוס,43,"בניין כימיה ע""ש לורי לוקי - 43",3,307,
71362,13/05/1999,1,פעיל,25/02/2015,80000109,"16,583.84","5,172.75",LABOTAL LTD .REFRIGERATED CIRCULATOR F34-HD,LABOTAL LTD .REFRIGERATED CIRCULATOR F34-HD,6932,המכון למחקר שימושי,3660591,3410000095,16583.83512,,,כן,,,,,,,,
93286,12/07/2004,1,פעיל,07/01/2015,10004373,"16,391.83","5,112.86",REFRIGERAT. SERVICE FOGEL .FLAKER ICE ICE-O-MATIC EMF-405,REFRIGERAT. SERVICE FOGEL .FLAKER ICE ICE-O-MATIC EMF-405,5901,דיקן הפקולטה למדעי הבריאות,4038703,A430-00002Z,16391.832,,,,לא,,,,,,,
73254,29/11/1999,1,פעיל,07/01/2015,10004373,"16,203.96","5,054.26",REFRIGERAT. SERVICE FOGEL .FLAKER ICE ICE-O-MATIC F200,REFRIGERAT. SERVICE FOGEL .FLAKER ICE ICE-O-MATIC F200,5901,דיקן הפקולטה למדעי הבריאות,3591106,EA-010529-99,16203.96,,,,לא,,,,,,,
72002,27/07/1999,1,פעיל,25/02/2015,80000109,"16,000.46","4,990.79",LABOTAL LTD .REFRIGERATED CIRCULATOR F25-HD,LABOTAL LTD .REFRIGERATED CIRCULATOR F25-HD,5508,הנדסה כימית,3660854,12879,16000.45908,,,כן,,,,,,,,
129238,04/03/2012,1,פעיל,12/11/2015,80000109,"15,969.12","4,981.01",REFRIGERATED  Special  ,REFRIGERATED CIRCULATOR  ,5109,המרכז לננו טכנולוגיה,3910082,111047039,15969.12,,,כן,לא,,,,,,17,
127235,22/09/2011,1,פעיל,12/11/2015,80000109,"15,945.00","4,973.49",ALEX RED .REFRIGERATOR    ,ALEX RED .REFRIGERATOR    ,5513,ביוטכנולוגיה,4220676,,15945,,,,לא,,,,,,4,
68923,25/08/1998,4,מאושר לגריעה,13/06/2021,80000109,"15,783.56","4,923.13",LABOTAL LTD .REFRIGERATED CIRCULATOR F25-HD,LABOTAL LTD .REFRIGERATED CIRCULATOR F25-HD,5508,הנדסה כימית,97000951,16704320115,15783.56286,132,,כן,לא,,,,,,,
157486,30/09/2019,1,פעיל,28/11/2019,10000013,"15,746.00","4,911.42","Bench Top Refrigerated Centrifuge, 5702 R",CENTRIFUGE 5702 R #5703000420,5910,מיקרוביולוגיה - מדעי הבריאות,5098212,5703HK718292,,,,לא,לא,5,קמפוס מרקוס,M6,"M6 - בנין מעבדות מחקר רפואה ע""ש דייכמן - פלאם",1,134,
147774,15/03/2017,1,פעיל,15/03/2017,10004581,"15,359.18","4,790.76",Refrigerated & Heating Circulator,יצרן - ISCO. Icludes one set  .collector 500 fraction .Retriever  .tubes 10-16mm of racks for,6912,המכון לחקר המדבר)שדה בוקר),4296214,,,,,,,7,קמפוס שדה בוקר,SB-25,,1,18,
66128,28/07/1997,1,פעיל,25/02/2015,80000109,"15,307.39","4,774.61",SAIFAN .REFRIGERATED CIRCULATOR F25-HD,SAIFAN .REFRIGERATED CIRCULATOR F25-HD,6380,מכון לאומי לביוטכנולוגיה,96001905,3320016,15307.3884,,,כן,,,,,,,,
114653,17/11/2008,1,פעיל,07/01/2015,80000109,"15,000.00","4,678.73",KIRUR BENNY .REFRIGERATOR 2 DOORS  ,KIRUR BENNY .REFRIGERATOR 2 DOORS  ,5513,ביוטכנולוגיה,4160267,3710001071,15000,,,,לא,,,,,,,
61959,19/10/1995,5,נגרע,21/11/2019,10004499,"14,881.86","4,641.88",AGENTEK .INCUBATOR REFRITHERM 6E,AGENTEK .INCUBATOR REFRITHERM 6E,5104,מדעי החיים,9402481,,14881.863,123,,כן,,,,,,,,
87315,30/01/2003,1,פעיל,25/02/2015,80000109,"14,730.40","4,594.63",LABOTAL LTD .REFRIGERATED CIRCULATOR F30,LABOTAL LTD .REFRIGERATED CIRCULATOR F30,5105,פיסיקה,3890305,151280,14730.396,,,כן,,,,,,,,
75069,22/05/2000,1,פעיל,07/01/2015,80000109,"14,646.19","4,568.37",ALEX RED .REFRIGERATED CIRCULATOR PS9510,ALEX RED .REFRIGERATED CIRCULATOR PS9510,5513,ביוטכנולוגיה,3600754,915932,14646.188,,,,לא,,,,,,,
151324,19/02/2018,1,פעיל,19/02/2018,10004581,"13,258.81","4,135.62",Refrigerated & Heating Circulator,סירקולטור קירור/חימום,5930,רקנאטי,5077147,10334714,,,,,,5,קמפוס מרקוס,M8,M8 - בנין דייכמן למקצועות הבריאות,אפס,5,
113355,01/09/2008,1,פעיל,07/01/2015,80000109,"13,012.00","4,058.64",REFRIGERATED CIRCULATOR  ,REFRIGERATED CIRCULATOR  ,5109,המרכז לננו טכנולוגיה,4157870,10119338,13012,,,,לא,,,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",,,
113356,01/09/2008,1,פעיל,07/01/2015,80000109,"13,012.00","4,058.64",REFRIGERATED CIRCULATOR  ,REFRIGERATED CIRCULATOR  ,5109,המרכז לננו טכנולוגיה,4157870,10119330,13012,,,,לא,,,,,,,
157485,30/09/2019,1,פעיל,26/07/2020,10004797,"12,865.44","4,012.92",Refrigerator Special,"temp. 0-15C .POD CHL 700 B SMART BASIC lab refrigerator, 625 l, ",5106,כימיה,5097397,C70BF160163,,,,לא,לא,5,קמפוס מרקוס,39,"בנין המכון למחקר ישומי במדעי החיים ע""ש דה 39-פיצ'וטו",1,109,
70183,06/01/1999,1,פעיל,07/01/2015,10004373,"12,865.32","4,012.89",REFRIGERAT. SERVICE FOGEL .FLAKER ICE ICE-O-MATIC F200,REFRIGERAT. SERVICE FOGEL .FLAKER ICE ICE-O-MATIC F200,5901,דיקן הפקולטה למדעי הבריאות,97047633,9922,12865.318,,,,לא,,,,,,,
66127,28/07/1997,1,פעיל,25/02/2015,80000109,"12,789.40","3,989.21",SAIFAN .REFRIGERATED CIRCULATOR F25-MV,SAIFAN .REFRIGERATED CIRCULATOR F25-MV,6380,מכון לאומי לביוטכנולוגיה,96001905,3220298,12789.3978,,,כן,,,,,,,,
115009,14/12/2008,1,פעיל,25/02/2015,80000109,"12,751.81","3,977.48",BIO-NES .REFRIGERATED CIRCULATOR RTE-10,BIO-NES .REFRIGERATED CIRCULATOR RTE-10,6204,מנהלת קרית שדה בוקר,3906172,108304003,12751.812,,,כן,כן,,,,,,,
125364,13/01/2011,1,פעיל,12/11/2015,80000109,"12,751.00","3,977.23",INCUBATOR REFRIGERATED   ,INCUBATOR REFRIGERATED   ,5104,מדעי החיים,5003259,990428041C,12751,,,,לא,,,,,,116,
141720,16/07/2015,1,פעיל,28/02/2016,10004581,"12,552.10","3,915.19",Refrigerated & Heating Circulator,P/N:G6872A .Manufac.:Agilent .PCB-1500 Water Circulating Bath,5104,מדעי החיים,5046611,15041126,,,,לא,לא,5,קמפוס מרקוס,40,"בנין המחלקה למדעי החיים ע""ש טומן - 40",3,302,
81117,04/11/2001,1,פעיל,07/01/2015,80000109,"12,407.38","3,870.05",KIRUR FELDMAN .REFRIGERATOR INDUSTRIAL 140X135X65,KIRUR FELDMAN .REFRIGERATOR INDUSTRIAL 140X135X65,5104,מדעי החיים,3628970,,12407.38,,,,לא,,,,,,,
162767,19/04/2021,1,פעיל,19/04/2021,10004797,"12,320.10","3,842.83",Industrial Refrigerator,Laboratory Refrigerator YC-525L ,5942,פיזיולוגיה וביולוגיה תאית,5120281,,,,,,,5,קמפוס מרקוס,41,"בניין המכון הלאומי לביוטכנולוגיה בנגב, ע""ש אדגר דה-פיצ'וטו - 41",2,229,
113837,21/09/2008,1,פעיל,07/01/2015,80000109,"12,243.00","3,818.78",REFRIGERATOR 2 DOORS  ,REFRIGERATOR 2 DOORS  ,5901,דיקן הפקולטה למדעי הבריאות,4159980,08NB08325,12243,,,,לא,,,,,,,
96046,08/03/2005,1,פעיל,25/02/2015,80000109,"12,188.20","3,801.68",BIO-NES .REFRIGERATED CIRCULATOR RTE-17,BIO-NES .REFRIGERATED CIRCULATOR RTE-17,6204,מנהלת קרית שדה בוקר,3894496,105020077,12188.196,,,כן,,,,,,,,
161548,07/12/2020,1,פעיל,07/12/2020,10004797,"11,992.50","3,740.64",Industrial Refrigerator,מקרר אוויר מאולץ דלתות אטומות דגם CES 2144 יצרן INOMAK . בנפח 1432 ליטר,5518,הנ. סביבתית,5119499,,,,,,,5,קמפוס מרקוס,42,"בניין להנדסת ביוטכנולוגיה, ע""ש משפחת גוזיק - 42",0,9,
125104,27/12/2010,1,פעיל,12/11/2015,80000109,"11,839.00","3,692.76",INCUBATOR REFRIGERATED   ,INCUBATOR REFRIGERATED   ,5104,מדעי החיים,5002419,990825011C,11839,,,,לא,,,,,,202,
90548,27/10/2003,5,נגרע,28/10/2019,80000109,"11,460.19","3,574.61",M.R.C .INCUBATOR REFRIGERATED LE-509,M.R.C .INCUBATOR REFRIGERATED LE-509,6204,מנהלת קרית שדה בוקר,4025691,20301204,11460.192,115,,,לא,,,,,,,
131496,30/10/2012,1,פעיל,12/11/2015,80000109,"11,232.00","3,503.43",Industrial Refrigerator,REFRIGERATOR    ,5313,גאוגרפיה,4234411,22600194,11232,,,,לא,,,,,,222,
156839,12/08/2019,1,פעיל,12/08/2019,10004581,"11,115.00","3,466.94",Refrigerated & Heating Circulator,סירקולטור חימום/קירור דגם VIVO RT4 9VT1R04,5106,כימיה,5095163,,,,,,,5,קמפוס מרקוס,29,"בנין מעבדות כימיה ופיסיקה ע""ש קרופ - 29",1,115,
81498,26/11/2001,1,פעיל,25/02/2015,80000109,"11,086.68","3,458.10",NESLAB .REFRIGERATED CIRCULATOR RTE-211A,NESLAB .REFRIGERATED CIRCULATOR RTE-211A,6204,מנהלת קרית שדה בוקר,3664555,101295018,11086.67898,,,כן,,,,,,,,
136062,09/12/2013,1,פעיל,12/11/2015,80000109,"10,974.00","3,422.96",REFRIGERATOR EKO 1400lt,REFRIGERATOR EKO 1400lt,5901,דיקן הפקולטה למדעי הבריאות,4250048,K500226,10974,,,,לא,1,מדעי הבריאות סורוקה,M2,"בי""ח סורוקה (בנין פתולוגיה) - M2",3,312,
150865,04/01/2018,1,פעיל,04/01/2018,10004581,"10,910.40","3,403.12",Refrigerated & Heating Circulator,Cooling capacity: 300W @ 20C .use: Set and go  Temperature range: -25C to +85C   . PID temperature control technology  Very easy to  .for internal and  external temperature applications.  .9VT1R04 VIVO RT4 Refrigerated and Heating Circulator ,5106,כימיה,5075022,10332728,,,,,,5,קמפוס מרקוס,62,"בנין מערך המחשוב מעבדות כימיה ופיסיקה ע""ש 62-קרופ",2,201,
149895,22/10/2017,1,פעיל,22/10/2017,10004581,"10,900.97","3,400.18",Refrigerated & Heating Circulator,RT4 Refrigerated and Heating Circulator VIVO. 24 חודשי אחריות,5106,כימיה,5072677,10330053,,,,,,5,קמפוס מרקוס,62,"בנין מערך המחשוב מעבדות כימיה ופיסיקה ע""ש 62-קרופ",3,303,
91718,24/02/2004,1,פעיל,07/01/2015,80000109,"10,900.49","3,400.03",GETTER .REFRIGERATED CIRCULATOR 6LT,GETTER .REFRIGERATED CIRCULATOR 6LT,5104,מדעי החיים,4027800,103353008,10900.49,,,,לא,,,,,,,
91629,15/02/2004,5,נגרע,05/05/2016,80000109,"10,900.49","3,400.03",ALEX RED .REFRIGERATED CIRCULATOR PS9106,ALEX RED .REFRIGERATED CIRCULATOR PS9106,5511,הנדסת חומרים,4031602,G34634,10900.49,102,,,לא,,,,,,,
150527,04/12/2017,1,פעיל,04/12/2017,10004581,"10,900.14","3,399.92",Refrigerated & Heating Circulator,"המחיר כולל ערכת התקנה ( צנרת ואקום,בידוד וקירור +85C . to -25C easy to use: Set and go  Temperature range:  . PID  temperature control  technology Very .applications . Circulator  for internal and  external temperature . 9VT1R04 VIVO RT4  Refrigerated and  Heating",5106,כימיה,4306753,,,,,,,5,קמפוס מרקוס,51,בניין מכון למדע וטכנולוגיה,1,128,
157687,17/11/2019,1,פעיל,27/02/2020,10004581,"10,804.99","3,370.24",Refrigerated & Heating Circulator,סירקולטור חימום/ קירור דגם 9VT1R04 VIVO RT4,5106,כימיה,5098655,10366039,,,,לא,לא,5,קמפוס מרקוס,39,"בנין המכון למחקר ישומי במדעי החיים ע""ש דה 39-פיצ'וטו",1,109,
88285,11/05/2003,1,פעיל,07/01/2015,80000109,"10,743.93","3,351.20",M.R.C .INCUBATOR REFRIGERATED LE-509,M.R.C .INCUBATOR REFRIGERATED LE-509,6204,מנהלת קרית שדה בוקר,4013609,21381003,10743.93,,,,לא,,,,,,,
