January-19,February-19,March-19,April-19,May-19,June-19,July-19,August-19,September-19,October-19,November-19,December-19,January-20,February-20,March-20,April-20,May-20,June-20,July-20,August-20,September-20,October-20,November-20,December-20
104203.81999999999,90783.72499999999,150913.13999999996,38223.002,0.0,85354.0,419.76,43564.25,0.0,58.61,0.0,102487.29400000001,107788.75099999999,94578.87599999999,93497.54400000001,26670.167999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123113.74599999998
